#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1476 3.6225 2.0000 0.8058 0.332
  2 1.231880e+04 4.1498 3.6224 2.0000 0.8074 2.494
  3 3.544810e+04 4.1523 3.6112 2.0000 0.8090 6.909
  4 6.147330e+04 4.1535 3.5885 1.9992 0.8098 10.544
  5 8.824670e+04 4.1542 3.5694 1.9951 0.8103 12.966
  6 1.153020e+05 4.1547 3.5544 1.9859 0.8106 14.562
  7 1.425210e+05 4.1549 3.5427 1.9717 0.8107 15.639
  8 1.698520e+05 4.1551 3.5329 1.9529 0.8108 16.397
  9 1.972700e+05 4.1552 3.5241 1.9303 0.8109 16.951
 10 2.247670e+05 4.1552 3.5169 1.9044 0.8109 17.373
 11 2.523520e+05 4.1553 3.5101 1.8755 0.8110 17.704
 12 2.800320e+05 4.1554 3.5041 1.8440 0.8110 17.970
 13 3.078140e+05 4.1555 3.4986 1.8101 0.8111 18.187
 14 3.357020e+05 4.1555 3.4932 1.7740 0.8111 18.366
 15 3.637010e+05 4.1556 3.4881 1.7358 0.8112 18.517
 16 3.918170e+05 4.1557 3.4830 1.6956 0.8112 18.643
 17 4.200520e+05 4.1558 3.4782 1.6535 0.8113 18.750
 18 4.484100e+05 4.1559 3.4733 1.6097 0.8114 18.841
 19 4.768930e+05 4.1560 3.4694 1.5641 0.8114 18.918
 20 5.055040e+05 4.1561 3.4653 1.5168 0.8115 18.983
 21 5.342450e+05 4.1562 3.4614 1.4680 0.8116 19.038
 22 5.631160e+05 4.1564 3.4580 1.4177 0.8117 19.082
 23 5.921190e+05 4.1565 3.4537 1.2768 0.8117 19.123
