#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2998 3.6352 3.0000 0.8767 0.301
  2 5.216600e+03 4.3018 3.6350 3.0000 0.8777 1.051
  3 1.430000e+04 4.3049 3.6317 3.0000 0.8785 2.681
  4 2.439240e+04 4.3072 3.6244 3.0000 0.8789 4.487
  5 3.478690e+04 4.3093 3.6166 3.0000 0.8790 6.208
  6 4.532500e+04 4.3115 3.6089 2.9998 0.8792 7.774
  7 5.595830e+04 4.3138 3.6025 2.9995 0.8793 9.171
  8 6.666310e+04 4.3160 3.5962 2.9987 0.8793 10.404
  9 7.742400e+04 4.3183 3.5908 2.9975 0.8794 11.486
 10 8.823030e+04 4.3207 3.5858 2.9958 0.8795 12.435
 11 9.907420e+04 4.3230 3.5811 2.9934 0.8795 13.268
 12 1.099510e+05 4.3254 3.5768 2.9902 0.8795 14.002
 13 1.208560e+05 4.3277 3.5730 2.9861 0.8796 14.650
 14 1.317890e+05 4.3300 3.5691 2.9812 0.8796 15.223
 15 1.427440e+05 4.3323 3.5658 2.9756 0.8796 15.736
 16 1.537240e+05 4.3346 3.5626 2.9691 0.8797 16.193
 17 1.647290e+05 4.3369 3.5595 2.9620 0.8797 16.606
 18 1.757600e+05 4.3391 3.5565 2.9541 0.8797 16.977
 19 1.868180e+05 4.3413 3.5537 2.9454 0.8797 17.314
 20 1.979040e+05 4.3434 3.5509 2.9359 0.8797 17.619
 21 2.090180e+05 4.3455 3.5481 2.9256 0.8798 17.899
 22 2.201610e+05 4.3476 3.5454 2.9145 0.8798 18.154
 23 2.313360e+05 4.3496 3.5432 2.9025 0.8798 18.390
 24 2.425430e+05 4.3515 3.5406 2.8896 0.8798 18.605
 25 2.537840e+05 4.3533 3.5381 2.8758 0.8799 18.803
 26 2.650600e+05 4.3551 3.5355 2.8610 0.8799 18.986
 27 2.763730e+05 4.3567 3.5334 2.8450 0.8799 19.155
 28 2.877260e+05 4.3582 3.5309 2.8279 0.8799 19.313
 29 2.991200e+05 4.3581 3.5286 2.7938 0.8799 19.460
 30 3.105850e+05 4.3569 3.5258 2.7482 0.8800 19.598
 31 3.221430e+05 4.3548 3.5228 2.6936 0.8800 19.728
 32 3.338130e+05 4.3520 3.5193 2.6326 0.8801 19.851
 33 3.456060e+05 4.3479 3.5160 2.5598 0.8801 19.967
 34 3.575400e+05 4.3427 3.5125 2.4762 0.8802 20.076
 35 3.696330e+05 4.3363 3.5082 2.3801 0.8802 20.180
 36 3.819020e+05 4.3284 3.5036 2.2680 0.8803 20.279
 37 3.943680e+05 4.3188 3.4978 2.1347 0.8804 20.373
 38 4.070590e+05 4.3064 3.4915 1.9629 0.8805 20.464
 39 4.200210e+05 4.2902 3.4826 1.7228 0.8806 20.555
 40 4.333300e+05 4.2690 3.4764 1.2934 0.8807 20.689
