#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.4108 3.6422 4.0000 0.9886 0.294
  2 1.365000e+03 4.4270 3.6410 4.0000 0.9890 0.489
  3 3.512990e+03 4.4490 3.6383 4.0000 0.9893 0.833
  4 5.778730e+03 4.4689 3.6355 4.0000 0.9893 1.204
  5 8.066170e+03 4.4865 3.6325 4.0000 0.9893 1.581
  6 1.036170e+04 4.5022 3.6295 4.0000 0.9893 1.952
  7 1.266310e+04 4.5161 3.6266 4.0000 0.9894 2.228
  8 1.496950e+04 4.5285 3.6236 4.0000 0.9894 2.207
  9 1.728070e+04 4.5395 3.6203 4.0000 0.9894 1.620
 10 1.959630e+04 4.5494 3.6169 4.0000 0.9894 0.779
 11 2.191610e+04 4.5583 3.6169 4.0000 0.9894 0.342
 12 2.423980e+04 4.5663 3.6162 4.0000 0.9894 0.284
 13 2.656710e+04 4.5735 3.6143 4.0000 0.9894 0.303
 14 2.889770e+04 4.5800 3.6125 4.0000 0.9894 0.326
 15 3.123120e+04 4.5858 3.6106 4.0000 0.9894 0.350
 16 3.356730e+04 4.5911 3.6092 3.9999 0.9894 0.376
 17 3.590590e+04 4.5960 3.6075 3.9999 0.9894 0.402
 18 3.824670e+04 4.6004 3.6058 3.9999 0.9894 0.430
 19 4.058950e+04 4.6044 3.6042 3.9999 0.9895 0.458
 20 4.293430e+04 4.6081 3.6030 3.9998 0.9895 0.488
 21 4.528080e+04 4.6115 3.6015 3.9998 0.9895 0.524
 22 4.762900e+04 4.6147 3.6000 3.9997 0.9895 0.547
 23 4.997870e+04 4.6176 3.5989 3.9997 0.9895 0.581
 24 5.232990e+04 4.6203 3.5974 3.9996 0.9895 0.615
 25 5.468240e+04 4.6229 3.5964 3.9996 0.9895 0.648
 26 5.703630e+04 4.6253 3.5950 3.9995 0.9895 0.683
 27 5.939130e+04 4.6276 3.5940 3.9994 0.9895 0.718
 28 6.174750e+04 4.6298 3.5926 3.9993 0.9895 0.754
 29 6.410470e+04 4.6318 3.5915 3.9992 0.9895 0.791
 30 6.646300e+04 4.6338 3.5903 3.9991 0.9895 0.828
 31 6.882240e+04 4.6357 3.5892 3.9990 0.9895 0.866
 32 7.118270e+04 4.6375 3.5881 3.9988 0.9895 0.903
 33 7.354390e+04 4.6393 3.5868 3.9987 0.9895 0.942
 34 7.590600e+04 4.6410 3.5854 3.9985 0.9895 0.981
 35 7.826900e+04 4.6426 3.5843 3.9984 0.9895 1.020
 36 8.063290e+04 4.6443 3.5836 3.9984 0.9895 1.059
 37 8.299750e+04 4.6459 3.5822 3.9984 0.9895 1.098
 38 8.536280e+04 4.6474 3.5813 3.9984 0.9895 1.137
 39 8.772880e+04 4.6490 3.5796 3.9984 0.9895 1.176
 40 9.009540e+04 4.6505 3.5786 3.9984 0.9895 1.215
 41 9.246270e+04 4.6520 3.5778 3.9984 0.9895 1.254
 42 9.483060e+04 4.6535 3.5765 3.9984 0.9895 1.293
 43 9.719910e+04 4.6550 3.5752 3.9984 0.9895 1.333
 44 9.956820e+04 4.6565 3.5740 3.9984 0.9895 1.371
 45 1.019380e+05 4.6579 3.5731 3.9984 0.9895 1.410
 46 1.043080e+05 4.6594 3.5717 3.9983 0.9895 1.448
 47 1.066790e+05 4.6608 3.5705 3.9983 0.9895 1.486
 48 1.090500e+05 4.6622 3.5694 3.9983 0.9895 1.524
 49 1.114220e+05 4.6637 3.5685 3.9983 0.9895 1.562
 50 1.137950e+05 4.6651 3.5672 3.9983 0.9895 1.599
 51 1.161680e+05 4.6665 3.5661 3.9983 0.9895 1.636
 52 1.185410e+05 4.6679 3.5650 3.9983 0.9895 1.673
 53 1.209150e+05 4.6693 3.5642 3.9983 0.9895 1.709
 54 1.232900e+05 4.6707 3.5629 3.9983 0.9895 1.745
 55 1.256650e+05 4.6721 3.5619 3.9983 0.9895 1.781
 56 1.280400e+05 4.6736 3.5606 3.9983 0.9895 1.816
 57 1.304160e+05 4.6750 3.5600 3.9983 0.9895 1.851
 58 1.327930e+05 4.6764 3.5588 3.9983 0.9895 1.885
 59 1.351690e+05 4.6778 3.5578 3.9983 0.9895 1.919
 60 1.375450e+05 4.6792 3.5566 3.9982 0.9895 1.953
 61 1.399220e+05 4.6806 3.5561 3.9982 0.9895 1.987
 62 1.423000e+05 4.6820 3.5549 3.9982 0.9895 2.019
 63 1.446770e+05 4.6834 3.5540 3.9982 0.9895 2.052
 64 1.470560e+05 4.6848 3.5528 3.9982 0.9895 2.084
 65 1.494340e+05 4.6862 3.5523 3.9982 0.9895 2.116
 66 1.518140e+05 4.6877 3.5511 3.9982 0.9895 2.148
 67 1.541930e+05 4.6891 3.5503 3.9982 0.9895 2.179
 68 1.565730e+05 4.6905 3.5493 3.9981 0.9895 2.209
 69 1.589540e+05 4.6919 3.5487 3.9981 0.9895 2.239
 70 1.613350e+05 4.6933 3.5477 3.9980 0.9895 2.269
 71 1.637170e+05 4.6947 3.5467 3.9979 0.9895 2.299
 72 1.660990e+05 4.6961 3.5461 3.9977 0.9895 2.341
 73 1.684810e+05 4.6975 3.5452 3.9972 0.9895 2.366
 74 1.708650e+05 4.6988 3.5442 3.9964 0.9895 2.387
 75 1.732490e+05 4.7000 3.5432 3.9949 0.9895 2.417
 76 1.756350e+05 4.7012 3.5427 3.9925 0.9895 2.438
 77 1.780220e+05 4.7020 3.5418 3.9885 0.9896 2.466
 78 1.804130e+05 4.7027 3.5408 3.9832 0.9896 2.492
 79 1.828080e+05 4.7034 3.5403 3.9772 0.9896 2.516
 80 1.852080e+05 4.7039 3.5394 3.9705 0.9896 2.541
 81 1.876120e+05 4.7044 3.5385 3.9636 0.9896 2.565
 82 1.900220e+05 4.7048 3.5376 3.9562 0.9896 2.588
 83 1.924370e+05 4.7051 3.5371 3.9483 0.9896 2.612
 84 1.948580e+05 4.7053 3.5348 3.9396 0.9896 2.634
 85 1.972860e+05 4.7055 3.5343 3.9306 0.9896 2.655
 86 1.997210e+05 4.7057 3.5334 3.9214 0.9896 2.675
 87 2.021620e+05 4.7058 3.5325 3.9118 0.9896 2.694
 88 2.046100e+05 4.7058 3.5318 3.9019 0.9896 2.712
 89 2.070660e+05 4.7058 3.5310 3.8917 0.9896 2.730
 90 2.095300e+05 4.7058 3.5301 3.8811 0.9896 2.747
 91 2.120010e+05 4.7056 3.5294 3.8699 0.9896 2.764
 92 2.144800e+05 4.7054 3.5287 3.8582 0.9896 2.779
 93 2.169680e+05 4.7050 3.5278 3.8456 0.9896 7.468
 94 2.194650e+05 4.7043 3.5248 3.8218 0.9900 7.124
 95 2.221130e+05 4.7029 3.5237 3.7916 0.9903 6.618
 96 2.248880e+05 4.7008 3.5223 3.7592 0.9904 6.132
