#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.9313 3.6292 1.6000 0.7198 0.282
  2 3.100890e+04 3.9501 3.6278 1.6000 0.7223 5.167
  3 9.377740e+04 3.9802 3.6000 1.5995 0.7258 12.436
  4 1.627620e+05 4.0015 3.5528 1.5794 0.7277 15.236
  5 2.317320e+05 4.0126 3.5209 1.5331 0.7282 16.309
  6 3.008020e+05 4.0187 3.4997 1.4692 0.7285 16.847
  7 3.701340e+05 4.0221 3.4830 1.3923 0.7288 17.160
  8 4.398060e+05 4.0241 3.4695 1.3047 0.7290 17.359
  9 5.098650e+05 4.0253 3.4585 1.2082 0.7292 17.489
 10 5.803310e+05 4.0262 3.4510 1.1043 0.7295 17.578
