#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.5136 3.6399 2.0000 0.5932 0.275
  2 1.023290e+05 3.5645 3.6359 2.0000 0.5959 1.296
  3 3.012040e+05 3.6447 3.6205 2.0000 0.5995 4.419
  4 5.231240e+05 3.7122 3.5873 1.9986 0.6021 7.782
  5 7.465000e+05 3.7585 3.5579 1.9845 0.6036 10.251
  6 9.686370e+05 3.7888 3.5354 1.9427 0.6046 11.940
  7 1.189960e+06 3.8081 3.5160 1.8661 0.6053 13.119
  8 1.411240e+06 3.8203 3.4980 1.7529 0.6059 13.979
  9 1.633160e+06 3.8279 3.4785 1.6011 0.6064 14.640
 10 1.856210e+06 3.8330 3.4559 1.4060 0.6070 15.181
 11 2.080760e+06 3.8366 3.4291 1.1588 0.6076 15.620
 12 2.287890e+06 3.8394 3.4099 0.6086 0.6086 15.620
