#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2703 3.5324 3.5000 0.8510 0.359
  2 5.952190e+03 4.2818 3.5310 3.4990 0.8523 0.365
  3 1.295530e+04 4.2928 3.5297 3.4974 0.8531 0.377
  4 2.095760e+04 4.3035 3.5280 3.4950 0.8538 0.395
  5 2.984160e+04 4.3135 3.5269 3.4916 0.8544 0.420
  6 3.941110e+04 4.3224 3.5253 3.4869 0.8549 0.450
  7 4.947650e+04 4.3302 3.5244 3.4806 0.8553 0.486
  8 5.988950e+04 4.3369 3.5235 3.4728 0.8557 0.527
  9 7.054620e+04 4.3426 3.5223 3.4631 0.8560 0.571
 10 8.137750e+04 4.3475 3.5216 3.4514 0.8562 0.618
 11 9.233920e+04 4.3518 3.5209 3.4374 0.8565 0.668
 12 1.034030e+05 4.3556 3.5201 3.4209 0.8567 0.720
 13 1.145510e+05 4.3589 3.5190 3.4012 0.8569 0.775
 14 1.257720e+05 4.3618 3.5183 3.3779 0.8571 0.832
 15 1.370570e+05 4.3644 3.5174 3.3500 0.8574 0.891
 16 1.484030e+05 4.3664 3.5162 3.3159 0.8576 0.953
 17 1.598040e+05 4.3694 3.5156 3.3011 0.8578 1.016
 18 1.712450e+05 4.3731 3.5152 3.3011 0.8581 1.082
 19 1.827250e+05 4.3769 3.5148 3.3010 0.8583 1.149
 20 1.942520e+05 4.3807 3.5140 3.3009 0.8586 1.217
 21 2.058200e+05 4.3841 3.5137 3.2943 0.8588 1.287
 22 2.174310e+05 4.3874 3.5131 3.2843 0.8591 1.359
 23 2.290800e+05 4.3905 3.5126 3.2715 0.8593 1.433
 24 2.407610e+05 4.3935 3.5116 3.2563 0.8596 1.508
 25 2.524730e+05 4.3963 3.5110 3.2383 0.8598 1.585
 26 2.642130e+05 4.3989 3.5103 3.2177 0.8601 1.665
 27 2.759760e+05 4.4013 3.5093 3.1950 0.8604 1.746
 28 2.877590e+05 4.4034 3.5086 3.1688 0.8606 1.829
 29 2.995580e+05 4.4052 3.5074 3.1386 0.8609 1.913
 30 3.113710e+05 4.4066 3.5066 3.1054 0.8613 2.001
 31 3.231910e+05 4.4077 3.5054 3.0688 0.8616 2.090
 32 3.350130e+05 4.4085 3.5045 3.0283 0.8619 2.182
 33 3.468300e+05 4.4087 3.5032 2.9826 0.8623 2.276
 34 3.586380e+05 4.4081 3.5018 2.9290 0.8626 2.373
 35 3.704260e+05 4.4068 3.5004 2.8692 0.8631 2.473
 36 3.821810e+05 4.4048 3.4988 2.8020 0.8635 2.576
 37 3.938910e+05 4.4018 3.4972 2.7261 0.8640 2.682
 38 4.055360e+05 4.3978 3.4954 2.6395 0.8645 2.792
 39 4.170950e+05 4.3925 3.4933 2.5394 0.8651 2.906
 40 4.285390e+05 4.3857 3.4908 2.4222 0.8658 3.024
 41 4.398290e+05 4.3768 3.4877 2.2799 0.8666 3.147
 42 4.509150e+05 4.3659 3.4841 2.1075 0.8676 3.273
 43 4.617220e+05 4.3527 3.4797 1.8867 0.8687 3.402
 44 4.721600e+05 4.3369 3.4761 1.5763 0.8702 3.528
