#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0160 3.5411 2.2000 0.6862 0.337
  2 3.036720e+04 4.0237 3.5401 2.1980 0.6889 0.351
  3 6.707340e+04 4.0321 3.5388 2.1949 0.6919 0.391
  4 1.087120e+05 4.0410 3.5372 2.1903 0.6952 0.471
  5 1.537210e+05 4.0496 3.5352 2.1835 0.6987 0.601
  6 2.004770e+05 4.0573 3.5324 2.1735 0.7021 0.777
  7 2.478200e+05 4.0643 3.5286 2.1579 0.7054 0.989
  8 2.950630e+05 4.0704 3.5224 2.1476 0.7086 1.223
  9 3.417850e+05 4.0760 3.4852 2.1468 0.7115 1.465
 10 3.877960e+05 4.0810 3.4776 2.1457 0.7144 1.708
 11 4.330550e+05 4.0857 3.4723 2.1443 0.7171 1.948
 12 4.775050e+05 4.0901 3.4681 2.1427 0.7197 2.183
 13 5.211140e+05 4.0943 3.4644 2.1409 0.7222 2.412
 14 5.638650e+05 4.0984 3.4615 2.1387 0.7247 2.635
 15 6.057550e+05 4.1023 3.4588 2.1363 0.7271 2.851
 16 6.467850e+05 4.1062 3.4561 2.1337 0.7295 3.060
 17 6.869610e+05 4.1100 3.4538 2.1307 0.7318 3.262
 18 7.262940e+05 4.1137 3.4519 2.1275 0.7341 3.457
 19 7.647970e+05 4.1173 3.4494 2.1241 0.7364 3.645
 20 8.024820e+05 4.1209 3.4474 2.1203 0.7386 3.826
 21 8.393660e+05 4.1244 3.4460 2.1164 0.7408 4.000
 22 8.754790e+05 4.1279 3.4439 2.1121 0.7430 4.168
 23 9.108260e+05 4.1314 3.4424 2.1077 0.7452 4.330
 24 9.454210e+05 4.1348 3.4408 2.1030 0.7474 4.486
 25 9.792810e+05 4.1382 3.4392 2.0980 0.7496 4.637
 26 1.012420e+06 4.1416 3.4375 2.0929 0.7517 4.783
 27 1.044860e+06 4.1450 3.4364 2.0875 0.7539 4.925
 28 1.076600e+06 4.1484 3.4348 2.0820 0.7561 5.061
 29 1.107670e+06 4.1517 3.4335 2.0762 0.7582 5.194
 30 1.138080e+06 4.1550 3.4319 2.0702 0.7603 5.322
 31 1.167840e+06 4.1583 3.4306 2.0641 0.7625 5.446
 32 1.196970e+06 4.1616 3.4293 2.0577 0.7646 5.566
 33 1.225480e+06 4.1649 3.4278 2.0512 0.7667 5.682
 34 1.253380e+06 4.1682 3.4263 2.0446 0.7688 5.795
 35 1.280690e+06 4.1714 3.4250 2.0378 0.7710 5.905
 36 1.307420e+06 4.1747 3.4237 2.0308 0.7731 6.011
 37 1.333580e+06 4.1779 3.4230 2.0238 0.7752 6.114
 38 1.359180e+06 4.1812 3.4217 2.0166 0.7773 6.215
 39 1.384240e+06 4.1844 3.4204 2.0092 0.7794 6.312
 40 1.408760e+06 4.1876 3.4190 2.0018 0.7815 6.407
 41 1.432770e+06 4.1908 3.4182 1.9943 0.7836 6.499
 42 1.456260e+06 4.1940 3.4169 1.9866 0.7857 6.588
 43 1.479250e+06 4.1971 3.4156 1.9789 0.7878 6.676
 44 1.501750e+06 4.2003 3.4146 1.9711 0.7899 6.760
 45 1.523780e+06 4.2035 3.4133 1.9623 0.7920 6.843
 46 1.545330e+06 4.2066 3.4119 1.9478 0.7941 6.923
 47 1.566430e+06 4.2098 3.4084 1.8982 0.7962 7.001
 48 1.587060e+06 4.2131 3.3911 1.6048 0.7984 7.075
