#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8109 3.5962 2.0000 0.6544 0.296
  2 5.210450e+04 3.8388 3.5937 2.0000 0.6572 0.760
  3 1.505720e+05 3.8791 3.5850 2.0000 0.6604 2.187
  4 2.607030e+05 3.9103 3.5488 1.9994 0.6622 4.004
  5 3.728290e+05 3.9312 3.5255 1.9965 0.6633 5.768
  6 4.852670e+05 3.9443 3.5091 1.9884 0.6641 7.317
  7 5.976770e+05 3.9521 3.4972 1.9722 0.6646 8.610
  8 7.100500e+05 3.9565 3.4878 1.9465 0.6648 9.674
  9 8.224750e+05 3.9591 3.4795 1.9102 0.6650 10.561
 10 9.350250e+05 3.9607 3.4716 1.8630 0.6652 11.313
 11 1.047760e+06 3.9617 3.4637 1.8045 0.6653 11.963
 12 1.160730e+06 3.9623 3.4556 1.7344 0.6655 12.526
 13 1.273990e+06 3.9636 3.4466 1.6520 0.6660 13.033
 14 1.385980e+06 3.9647 3.4373 1.5578 0.6666 13.480
 15 1.496160e+06 3.9663 3.4268 1.4518 0.6675 13.878
 16 1.603730e+06 3.9687 3.4163 1.3352 0.6688 14.231
 17 1.687150e+06 3.9651 3.4031 0.6677 0.6677 14.231
