#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.6971 3.5873 2.0000 0.5959 0.310
  2 8.802360e+04 3.7248 3.5846 2.0000 0.5990 0.499
  3 2.132790e+05 3.7576 3.5795 1.9999 0.6018 1.021
  4 3.659380e+05 3.7920 3.5658 1.9998 0.6049 1.992
  5 5.335230e+05 3.8216 3.5293 1.9986 0.6078 3.311
  6 7.060890e+05 3.8438 3.5101 1.9943 0.6103 4.735
  7 8.789960e+05 3.8590 3.4963 1.9842 0.6123 6.077
  8 1.050600e+06 3.8691 3.4854 1.9651 0.6138 7.248
  9 1.220480e+06 3.8759 3.4766 1.9352 0.6151 8.243
 10 1.388320e+06 3.8810 3.4685 1.8932 0.6164 9.092
 11 1.553590e+06 3.8853 3.4604 1.8387 0.6179 9.818
 12 1.715700e+06 3.8894 3.4519 1.7713 0.6195 10.443
 13 1.873910e+06 3.8936 3.4430 1.6910 0.6214 10.982
 14 2.027360e+06 3.8981 3.4331 1.5987 0.6236 11.448
 15 2.175170e+06 3.9035 3.4221 1.4942 0.6264 11.857
 16 2.316130e+06 3.9100 3.4101 1.3785 0.6298 12.217
