#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4920 3.5896 1.5000 0.5494 0.312
  2 1.418710e+05 3.5261 3.5865 1.5000 0.5521 0.430
  3 3.260390e+05 3.5683 3.5810 1.4999 0.5552 0.798
  4 5.410460e+05 3.6158 3.5726 1.4998 0.5592 1.589
  5 7.724470e+05 3.6629 3.5344 1.4987 0.5637 2.830
  6 1.007200e+06 3.7046 3.5081 1.4943 0.5684 4.319
  7 1.238250e+06 3.7393 3.4877 1.4817 0.5731 5.794
  8 1.462530e+06 3.7673 3.4704 1.4552 0.5779 7.088
  9 1.678530e+06 3.7895 3.4550 1.4106 0.5824 8.178
 10 1.885370e+06 3.8078 3.4403 1.3457 0.5871 9.089
 11 2.081830e+06 3.8240 3.4254 1.2599 0.5921 9.855
 12 2.266470e+06 3.8393 3.4094 1.1483 0.5977 10.503
 13 2.387590e+06 3.8371 3.4012 0.5986 0.5986 10.503
