#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.9009 3.6113 2.0000 0.6857 0.275
  2 4.029120e+04 3.9184 3.6098 2.0000 0.6882 1.229
  3 1.181280e+05 3.9442 3.5973 2.0000 0.6911 3.897
  4 2.049740e+05 3.9642 3.5651 1.9991 0.6927 6.735
  5 2.931530e+05 3.9773 3.5413 1.9936 0.6936 8.998
  6 3.815010e+05 3.9855 3.5237 1.9788 0.6943 10.690
  7 4.698640e+05 3.9902 3.5104 1.9522 0.6945 11.924
  8 5.583220e+05 3.9929 3.4993 1.9137 0.6947 12.851
  9 6.469620e+05 3.9946 3.4894 1.8636 0.6948 13.575
 10 7.358490e+05 3.9956 3.4800 1.8025 0.6950 14.157
 11 8.250390e+05 3.9962 3.4706 1.7305 0.6951 14.639
 12 9.145780e+05 3.9967 3.4615 1.6477 0.6952 15.048
 13 1.004510e+06 3.9971 3.4515 1.5539 0.6954 15.402
 14 1.094850e+06 3.9975 3.4414 1.4485 0.6956 15.716
 15 1.185650e+06 3.9978 3.4311 1.3315 0.6957 15.993
 16 1.276910e+06 3.9992 3.4215 1.1938 0.6965 16.238
