#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1638 3.6132 3.0000 0.8189 0.285
  2 9.679000e+03 4.1725 3.6124 3.0000 0.8201 0.510
  3 2.645380e+04 4.1842 3.6094 3.0000 0.8212 1.041
  4 4.504060e+04 4.1940 3.6029 3.0000 0.8216 1.687
  5 6.415550e+04 4.2021 3.5940 3.0000 0.8218 2.374
  6 8.352140e+04 4.2090 3.5854 2.9999 0.8219 3.072
  7 1.030560e+05 4.2148 3.5783 2.9999 0.8220 3.765
  8 1.227170e+05 4.2198 3.5716 2.9997 0.8221 4.443
  9 1.424760e+05 4.2242 3.5658 2.9994 0.8222 5.098
 10 1.623130e+05 4.2281 3.5606 2.9990 0.8223 5.724
 11 1.822020e+05 4.2318 3.5560 2.9983 0.8223 6.319
 12 2.021400e+05 4.2352 3.5518 2.9973 0.8224 6.886
 13 2.221200e+05 4.2385 3.5477 2.9961 0.8224 7.423
 14 2.421350e+05 4.2418 3.5443 2.9944 0.8225 7.931
 15 2.621820e+05 4.2450 3.5409 2.9924 0.8225 8.412
 16 2.822580e+05 4.2482 3.5377 2.9899 0.8225 8.867
 17 3.023610e+05 4.2514 3.5345 2.9869 0.8225 9.298
 18 3.224910e+05 4.2546 3.5318 2.9834 0.8226 9.706
 19 3.426470e+05 4.2578 3.5292 2.9793 0.8226 10.093
 20 3.628290e+05 4.2611 3.5265 2.9747 0.8226 10.461
 21 3.830380e+05 4.2644 3.5240 2.9694 0.8226 10.810
 22 4.032750e+05 4.2677 3.5214 2.9630 0.8226 11.143
 23 4.235410e+05 4.2709 3.5189 2.9555 0.8227 11.459
 24 4.438390e+05 4.2742 3.5163 2.9468 0.8227 11.761
 25 4.641710e+05 4.2773 3.5142 2.9367 0.8227 12.049
 26 4.845400e+05 4.2804 3.5117 2.9240 0.8227 12.325
 27 5.049510e+05 4.2831 3.5090 2.9067 0.8228 12.590
 28 5.254140e+05 4.2854 3.5067 2.8852 0.8228 12.846
 29 5.459390e+05 4.2874 3.5042 2.8596 0.8228 13.092
 30 5.665350e+05 4.2889 3.5015 2.8277 0.8228 13.331
 31 5.872160e+05 4.2897 3.4985 2.7894 0.8229 13.563
 32 6.079950e+05 4.2898 3.4958 2.7430 0.8229 13.790
 33 6.288890e+05 4.2886 3.4924 2.6842 0.8229 14.014
 34 6.499220e+05 4.2859 3.4886 2.6108 0.8230 14.236
 35 6.711220e+05 4.2812 3.4845 2.5164 0.8230 14.459
 36 6.925270e+05 4.2733 3.4794 2.3888 0.8231 14.689
 37 7.141960e+05 4.2619 3.4726 2.2212 0.8232 14.933
 38 7.361920e+05 4.2456 3.4630 1.9863 0.8233 15.208
 39 7.586060e+05 4.2202 3.4459 1.5684 0.8234 15.601
