#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.7914 3.6151 1.8000 0.6292 0.275
  2 7.214940e+04 3.8115 3.6134 1.8000 0.6323 1.716
  3 2.157040e+05 3.8432 3.5942 1.7999 0.6363 5.731
  4 3.732670e+05 3.8680 3.5542 1.7950 0.6389 9.291
  5 5.304620e+05 3.8840 3.5252 1.7683 0.6404 11.599
  6 6.865420e+05 3.8931 3.5041 1.7103 0.6411 13.050
  7 8.423170e+05 3.8982 3.4861 1.6210 0.6415 14.014
  8 9.985120e+05 3.9012 3.4685 1.5019 0.6418 14.712
  9 1.155380e+06 3.9032 3.4499 1.3523 0.6422 15.248
 10 1.313060e+06 3.9057 3.4311 1.1704 0.6432 15.671
