#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.6886 3.6212 1.7000 0.6042 0.276
  2 9.344660e+04 3.7174 3.6188 1.7000 0.6074 1.851
  3 2.799000e+05 3.7647 3.5973 1.6999 0.6118 6.271
  4 4.840320e+05 3.8031 3.5541 1.6922 0.6148 10.015
  5 6.865570e+05 3.8282 3.5221 1.6502 0.6166 12.301
  6 8.869350e+05 3.8426 3.4969 1.5612 0.6175 13.670
  7 1.086960e+06 3.8509 3.4734 1.4258 0.6181 14.577
  8 1.287530e+06 3.8561 3.4492 1.2428 0.6187 15.212
  9 1.488960e+06 3.8626 3.4248 1.0088 0.6208 15.700
 10 1.624960e+06 3.8527 3.4180 0.6181 0.6181 15.700
