#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3636 3.4654 1.1000 0.5142 0.412
  2 6.845730e+04 3.3746 3.4640 1.0991 0.5149 0.412
  3 1.374580e+05 3.3863 3.4622 1.0978 0.5158 0.412
  4 2.070250e+05 3.3986 3.4601 1.0960 0.5167 0.412
  5 2.771780e+05 3.4114 3.4583 1.0934 0.5176 0.412
  6 3.479330e+05 3.4247 3.4560 1.0893 0.5187 0.412
  7 4.193030e+05 3.4385 3.4531 1.0829 0.5198 0.412
  8 4.912960e+05 3.4527 3.4503 1.0720 0.5210 0.412
  9 5.639120e+05 3.4673 3.4463 1.0508 0.5223 0.412
 10 6.371520e+05 3.4822 3.4395 0.9931 0.5237 0.412
