#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1562 3.5480 2.5000 0.4890 0.347
  2 8.241760e+04 3.1623 3.5474 2.5000 0.4893 0.347
  3 1.650700e+05 3.1690 3.5465 2.5000 0.4897 0.347
  4 2.479660e+05 3.1758 3.5459 2.5000 0.4901 0.347
  5 3.311130e+05 3.1830 3.5452 2.5000 0.4905 0.347
  6 4.145190e+05 3.1904 3.5445 2.5000 0.4909 0.347
  7 4.981940e+05 3.1980 3.5438 2.5000 0.4913 0.347
  8 5.821440e+05 3.2059 3.5430 2.5000 0.4918 0.347
  9 6.663770e+05 3.2141 3.5422 2.5000 0.4923 0.347
 10 7.509020e+05 3.2225 3.5414 2.5000 0.4928 0.347
 11 8.357250e+05 3.2312 3.5405 2.5000 0.4934 0.347
 12 9.208530e+05 3.2402 3.5396 2.5000 0.4940 0.347
 13 1.006290e+06 3.2495 3.5387 2.5000 0.4946 0.347
 14 1.092040e+06 3.2590 3.5375 2.5000 0.4952 0.347
 15 1.178120e+06 3.2688 3.5365 2.5000 0.4959 0.347
 16 1.264510e+06 3.2790 3.5355 2.5000 0.4966 0.347
 17 1.351230e+06 3.2894 3.5345 2.5000 0.4974 0.347
 18 1.438270e+06 3.3001 3.5334 2.5000 0.4982 0.347
 19 1.525640e+06 3.3110 3.5323 2.5000 0.4991 0.347
 20 1.613320e+06 3.3223 3.5310 2.5000 0.5000 0.347
 21 1.701310e+06 3.3339 3.5297 2.5000 0.5010 0.347
 22 1.789600e+06 3.3457 3.5285 2.5000 0.5020 0.347
 23 1.878180e+06 3.3578 3.5273 2.5000 0.5030 0.347
 24 1.967030e+06 3.3702 3.5260 2.5000 0.5042 0.347
 25 2.056140e+06 3.3828 3.5244 2.5000 0.5054 0.347
 26 2.145470e+06 3.3958 3.5231 2.5000 0.5067 0.347
 27 2.234990e+06 3.4090 3.5217 2.5000 0.5080 0.347
 28 2.324680e+06 3.4224 3.5203 2.5000 0.5094 0.347
 29 2.414490e+06 3.4361 3.5186 2.5000 0.5109 0.347
 30 2.504380e+06 3.4500 3.5172 2.5000 0.5125 0.347
 31 2.594290e+06 3.4642 3.5157 2.5000 0.5142 0.347
 32 2.684170e+06 3.4786 3.5141 2.5000 0.5160 0.347
 33 2.773940e+06 3.4931 3.5123 2.5000 0.5178 0.347
 34 2.863540e+06 3.5078 3.5108 2.5000 0.5198 0.347
 35 2.952880e+06 3.5227 3.5088 2.5000 0.5219 0.347
 36 3.041880e+06 3.5377 3.5073 2.5000 0.5241 0.347
 37 3.130450e+06 3.5529 3.5056 2.5000 0.5264 0.347
 38 3.218480e+06 3.5681 3.5037 2.5000 0.5288 0.347
 39 3.305870e+06 3.5833 3.5020 2.5000 0.5313 0.347
 40 3.392520e+06 3.5986 3.5000 2.5000 0.5340 0.347
 41 3.478320e+06 3.6139 3.4984 2.5000 0.5367 0.347
 42 3.563150e+06 3.6292 3.4963 2.5000 0.5396 0.347
 43 3.646910e+06 3.6443 3.4947 2.5000 0.5426 0.347
 44 3.729500e+06 3.6594 3.4927 2.5000 0.5457 0.347
 45 3.810800e+06 3.6744 3.4910 2.5000 0.5489 0.347
 46 3.890730e+06 3.6893 3.4890 2.4999 0.5522 0.347
 47 3.969180e+06 3.7039 3.4874 2.4999 0.5556 0.347
 48 4.046090e+06 3.7184 3.4854 2.4999 0.5591 0.347
 49 4.121380e+06 3.7327 3.4838 2.4998 0.5627 0.347
 50 4.194990e+06 3.7467 3.4819 2.4998 0.5664 0.347
 51 4.266870e+06 3.7605 3.4804 2.4997 0.5701 0.347
 52 4.336980e+06 3.7740 3.4785 2.4995 0.5740 0.347
 53 4.405280e+06 3.7872 3.4770 2.4994 0.5778 0.347
 54 4.471770e+06 3.8001 3.4752 2.4991 0.5818 0.347
 55 4.536430e+06 3.8128 3.4733 2.4988 0.5857 0.347
 56 4.599270e+06 3.8252 3.4719 2.4983 0.5897 0.347
 57 4.660290e+06 3.8372 3.4701 2.4977 0.5938 0.347
 58 4.719510e+06 3.8490 3.4688 2.4969 0.5978 0.347
 59 4.776960e+06 3.8605 3.4671 2.4958 0.6019 0.347
 60 4.832660e+06 3.8717 3.4657 2.4943 0.6060 0.347
 61 4.886650e+06 3.8826 3.4641 2.4925 0.6101 0.347
 62 4.938970e+06 3.8933 3.4624 2.4900 0.6142 0.347
 63 4.989660e+06 3.9036 3.4612 2.4868 0.6183 0.347
 64 5.038770e+06 3.9137 3.4595 2.4826 0.6223 0.347
 65 5.086340e+06 3.9235 3.4582 2.4772 0.6264 0.350
 66 5.132430e+06 3.9322 3.4566 2.4702 0.6300 0.355
 67 5.177400e+06 3.9400 3.4550 2.4615 0.6332 0.362
 68 5.221630e+06 3.9471 3.4538 2.4503 0.6362 0.370
 69 5.265270e+06 3.9538 3.4520 2.4361 0.6390 0.379
 70 5.308380e+06 3.9601 3.4507 2.4175 0.6417 0.389
 71 5.350960e+06 3.9661 3.4486 2.3928 0.6443 0.399
 72 5.392960e+06 3.9719 3.4467 2.3585 0.6468 0.410
 73 5.434310e+06 3.9776 3.4434 2.3068 0.6493 0.421
 74 5.474910e+06 3.9832 3.4387 2.2132 0.6519 0.431
 75 5.514610e+06 3.9891 3.3966 1.4522 0.6546 0.431
