#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0815 3.4555 4.0000 0.7473 0.354
  2 7.455630e+03 4.0910 3.4541 3.9999 0.7484 0.354
  3 1.508780e+04 4.0998 3.4530 3.9997 0.7491 0.354
  4 2.300310e+04 4.1081 3.4516 3.9994 0.7498 0.355
  5 3.125790e+04 4.1160 3.4507 3.9991 0.7504 0.356
  6 3.986840e+04 4.1235 3.4494 3.9987 0.7510 0.357
  7 4.882620e+04 4.1304 3.4485 3.9982 0.7515 0.358
  8 5.810790e+04 4.1369 3.4474 3.9975 0.7519 0.360
  9 6.768240e+04 4.1427 3.4467 3.9968 0.7523 0.361
 10 7.751530e+04 4.1480 3.4455 3.9959 0.7526 0.364
 11 8.757230e+04 4.1527 3.4450 3.9948 0.7529 0.366
 12 9.782100e+04 4.1570 3.4444 3.9936 0.7531 0.368
 13 1.082320e+05 4.1607 3.4439 3.9922 0.7533 0.371
 14 1.187790e+05 4.1639 3.4431 3.9907 0.7535 0.374
 15 1.294390e+05 4.1668 3.4427 3.9890 0.7536 0.377
 16 1.401920e+05 4.1693 3.4423 3.9871 0.7537 0.380
 17 1.510240e+05 4.1715 3.4420 3.9851 0.7538 0.383
 18 1.619180e+05 4.1734 3.4417 3.9830 0.7539 0.387
 19 1.728650e+05 4.1751 3.4414 3.9807 0.7540 0.390
 20 1.838550e+05 4.1766 3.4411 3.9783 0.7540 0.393
 21 1.948800e+05 4.1780 3.4408 3.9758 0.7541 0.397
 22 2.059340e+05 4.1792 3.4406 3.9732 0.7541 0.400
 23 2.170110e+05 4.1803 3.4404 3.9705 0.7542 0.404
 24 2.281070e+05 4.1813 3.4401 3.9676 0.7542 0.407
 25 2.392190e+05 4.1822 3.4396 3.9646 0.7542 0.411
 26 2.503450e+05 4.1831 3.4394 3.9615 0.7542 0.414
 27 2.614810e+05 4.1839 3.4392 3.9584 0.7542 0.418
 28 2.726260e+05 4.1847 3.4390 3.9550 0.7542 0.422
 29 2.837780e+05 4.1855 3.4388 3.9516 0.7543 0.425
 30 2.949370e+05 4.1862 3.4386 3.9481 0.7543 0.429
 31 3.061010e+05 4.1869 3.4383 3.9444 0.7543 0.433
 32 3.172700e+05 4.1876 3.4381 3.9406 0.7543 0.437
 33 3.284430e+05 4.1883 3.4379 3.9367 0.7543 0.440
 34 3.396190e+05 4.1890 3.4377 3.9326 0.7543 0.444
 35 3.507980e+05 4.1897 3.4375 3.9284 0.7543 0.448
 36 3.619810e+05 4.1904 3.4373 3.9240 0.7543 0.452
 37 3.731660e+05 4.1911 3.4371 3.9195 0.7543 0.456
 38 3.843530e+05 4.1918 3.4369 3.9147 0.7543 0.459
 39 3.955430e+05 4.1926 3.4366 3.9098 0.7543 0.463
 40 4.067350e+05 4.1933 3.4364 3.9047 0.7543 0.467
 41 4.179290e+05 4.1940 3.4362 3.8994 0.7543 0.471
 42 4.291250e+05 4.1948 3.4359 3.8939 0.7543 0.475
 43 4.403230e+05 4.1955 3.4357 3.8881 0.7543 0.479
 44 4.515240e+05 4.1963 3.4354 3.8821 0.7543 0.482
 45 4.627260e+05 4.1971 3.4351 3.8757 0.7543 0.486
 46 4.739310e+05 4.1978 3.4349 3.8691 0.7543 0.490
 47 4.851380e+05 4.1986 3.4346 3.8622 0.7543 0.494
 48 4.963470e+05 4.1994 3.4343 3.8549 0.7543 0.498
 49 5.075590e+05 4.2002 3.4340 3.8472 0.7543 0.502
 50 5.187730e+05 4.2010 3.4337 3.8391 0.7543 0.506
 51 5.299890e+05 4.2018 3.4334 3.8305 0.7543 0.510
 52 5.412090e+05 4.2026 3.4330 3.8214 0.7543 0.514
 53 5.524310e+05 4.2034 3.4327 3.8118 0.7544 0.518
 54 5.636560e+05 4.2042 3.4323 3.8016 0.7544 0.522
 55 5.748840e+05 4.2050 3.4319 3.7906 0.7544 0.526
 56 5.861160e+05 4.2058 3.4312 3.7789 0.7544 0.530
 57 5.973510e+05 4.2066 3.4308 3.7663 0.7544 0.534
 58 6.085890e+05 4.2074 3.4304 3.7527 0.7544 0.539
 59 6.198200e+05 4.2081 3.4299 3.7380 0.7544 0.543
 60 6.310320e+05 4.2089 3.4294 3.7220 0.7544 0.547
 61 6.422230e+05 4.2096 3.4289 3.7046 0.7544 0.551
 62 6.533910e+05 4.2103 3.4280 3.6855 0.7545 0.555
 63 6.645340e+05 4.2110 3.4274 3.6642 0.7545 0.559
 64 6.756490e+05 4.2117 3.4268 3.6404 0.7546 0.564
 65 6.867330e+05 4.2122 3.4260 3.6136 0.7546 0.568
 66 6.977810e+05 4.2127 3.4249 3.5826 0.7547 0.572
 67 7.087870e+05 4.2132 3.4240 3.5465 0.7549 0.577
 68 7.197440e+05 4.2134 3.4226 3.5032 0.7550 0.581
 69 7.306410e+05 4.2135 3.4209 3.4493 0.7552 0.586
 70 7.414640e+05 4.2131 3.4189 3.3788 0.7554 0.590
 71 7.521910e+05 4.2121 3.4159 3.2764 0.7556 0.595
 72 7.627850e+05 4.2090 3.4100 3.0805 0.7560 0.599
 73 7.731820e+05 4.1926 3.3737 2.0918 0.7565 0.600
