#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4276 3.4781 2.0000 0.5155 0.357
  2 4.531040e+04 3.4352 3.4772 2.0000 0.5161 0.357
  3 9.032970e+04 3.4432 3.4762 2.0000 0.5168 0.357
  4 1.350440e+05 3.4515 3.4750 2.0000 0.5175 0.357
  5 1.794390e+05 3.4600 3.4740 2.0000 0.5182 0.357
  6 2.235010e+05 3.4686 3.4727 2.0000 0.5190 0.357
  7 2.672160e+05 3.4774 3.4716 2.0000 0.5198 0.357
  8 3.105710e+05 3.4863 3.4702 2.0000 0.5207 0.357
  9 3.535530e+05 3.4953 3.4692 2.0000 0.5216 0.357
 10 3.961490e+05 3.5044 3.4678 2.0000 0.5225 0.357
 11 4.383480e+05 3.5136 3.4667 2.0000 0.5234 0.357
 12 4.801380e+05 3.5228 3.4653 2.0000 0.5244 0.357
 13 5.215080e+05 3.5320 3.4641 1.9999 0.5254 0.357
 14 5.624480e+05 3.5413 3.4627 1.9999 0.5265 0.357
 15 6.029470e+05 3.5506 3.4616 1.9999 0.5276 0.357
 16 6.429960e+05 3.5598 3.4602 1.9999 0.5287 0.357
 17 6.825860e+05 3.5691 3.4587 1.9999 0.5298 0.357
 18 7.217100e+05 3.5782 3.4576 1.9998 0.5310 0.357
 19 7.603590e+05 3.5874 3.4562 1.9998 0.5322 0.357
 20 7.985260e+05 3.5965 3.4550 1.9997 0.5335 0.357
 21 8.362050e+05 3.6055 3.4536 1.9996 0.5347 0.357
 22 8.733900e+05 3.6144 3.4522 1.9995 0.5360 0.357
 23 9.100750e+05 3.6233 3.4511 1.9994 0.5374 0.357
 24 9.462570e+05 3.6320 3.4497 1.9992 0.5387 0.357
 25 9.819310e+05 3.6407 3.4483 1.9990 0.5401 0.357
 26 1.017090e+06 3.6493 3.4472 1.9988 0.5415 0.357
 27 1.051740e+06 3.6577 3.4458 1.9985 0.5430 0.357
 28 1.085870e+06 3.6661 3.4444 1.9981 0.5444 0.357
 29 1.119490e+06 3.6743 3.4434 1.9977 0.5459 0.357
 30 1.152590e+06 3.6825 3.4421 1.9971 0.5474 0.357
 31 1.185160e+06 3.6905 3.4407 1.9964 0.5489 0.357
 32 1.217220e+06 3.6983 3.4397 1.9955 0.5504 0.357
 33 1.248760e+06 3.7061 3.4384 1.9944 0.5520 0.357
 34 1.279790e+06 3.7137 3.4371 1.9931 0.5536 0.357
 35 1.310300e+06 3.7212 3.4357 1.9915 0.5552 0.357
 36 1.340300e+06 3.7286 3.4347 1.9895 0.5568 0.357
 37 1.369800e+06 3.7358 3.4334 1.9870 0.5584 0.357
 38 1.398780e+06 3.7430 3.4321 1.9841 0.5600 0.357
 39 1.427270e+06 3.7500 3.4307 1.9804 0.5617 0.357
 40 1.455260e+06 3.7568 3.4297 1.9759 0.5633 0.357
 41 1.482760e+06 3.7636 3.4283 1.9703 0.5650 0.357
 42 1.509780e+06 3.7702 3.4268 1.9634 0.5666 0.357
 43 1.536310e+06 3.7767 3.4253 1.9546 0.5683 0.357
 44 1.562380e+06 3.7831 3.4238 1.9435 0.5700 0.357
 45 1.587970e+06 3.7893 3.4217 1.9290 0.5717 0.357
 46 1.613100e+06 3.7955 3.4198 1.9096 0.5734 0.357
 47 1.637780e+06 3.8015 3.4172 1.8821 0.5750 0.357
 48 1.662020e+06 3.8074 3.4139 1.8398 0.5767 0.357
 49 1.685820e+06 3.8132 3.4079 1.7589 0.5784 0.357
 50 1.709210e+06 3.8187 3.3574 1.1471 0.5801 0.357
