#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 -3.669158e-05 3.9693 4.4738 4.3891  7.5453 1.0072 0.7639 0.2320 0.0000 0.0016 0.422 0.423  1.010 0.425 0.474 0.000 0.000 0.000 0.000 0.000 0.000 bms
  2 1.489041e+06 3.9866 4.4650 4.3366  7.5337 0.9624 0.7353 0.2608 0.0000 0.0004 0.418 0.423  1.002 0.000 0.334 0.000 0.000 0.000 0.000 0.000 0.000 
  3 4.219599e+06 4.0220 4.4620 4.2892  7.5363 0.9529 0.6819 0.3142 0.0000 0.0001 0.399 0.424  1.002 0.000 0.327 0.000 0.000 0.000 0.000 0.000 0.000 
  4 6.682932e+06 4.0651 4.4589 4.2337  7.5427 0.9513 0.6157 0.3804 0.0000 0.0001 0.379 0.424  1.002 0.000 0.318 0.000 0.000 0.000 0.000 0.000 0.000 
  5 8.822221e+06 4.1002 4.4554 4.1846  7.5484 0.9523 0.5606 0.4355 0.0000 0.0001 0.363 0.425  1.002 0.000 0.309 0.000 0.000 0.000 0.000 0.000 0.000 
  6 1.067446e+07 4.1366 4.4506 4.1290  7.5549 0.9551 0.5008 0.4953 0.0000 0.0001 0.349 0.426  1.002 0.000 0.300 0.000 0.000 0.000 0.000 0.000 0.000 
  7 1.223230e+07 4.1702 4.4448 4.0722  7.5613 0.9602 0.4444 0.5517 0.0000 0.0001 0.333 0.426  1.002 0.000 0.290 0.000 0.000 0.000 0.000 0.000 0.000 
  8 1.352712e+07 4.2040 4.4377 4.0100  7.5681 0.9678 0.3871 0.6090 0.0000 0.0001 0.314 0.430  1.002 0.000 0.279 0.000 0.000 0.000 0.000 0.000 0.000 
  9 1.462389e+07 4.2316 4.4303 3.9528  7.5745 0.9769 0.3374 0.6588 0.0000 0.0001 0.301 0.430  1.002 0.000 0.269 0.000 0.000 0.000 0.000 0.000 0.000 
 10 1.554636e+07 4.2547 4.4229 3.9001  7.5806 0.9868 0.2940 0.7021 0.0000 0.0001 0.292 0.430  1.002 0.000 0.260 0.000 0.000 0.000 0.000 0.000 0.000 
 11 1.631484e+07 4.2788 4.4140 3.8400  7.5876 1.0004 0.2486 0.7475 0.0000 0.0001 0.280 0.430  1.003 0.000 0.249 0.000 0.000 0.000 0.000 0.000 0.000 
 12 1.695629e+07 4.2987 4.4054 3.7857  7.5941 1.0149 0.2103 0.7859 0.0000 0.0001 0.268 0.430  1.003 0.000 0.241 0.000 0.000 0.000 0.000 0.000 0.000 
 13 1.750558e+07 4.3178 4.3960 3.7290  7.6015 1.0325 0.1725 0.8236 0.0000 0.0001 0.258 0.430  1.003 0.000 0.231 0.000 0.000 0.000 0.000 0.000 0.000 
 14 1.798207e+07 4.3352 4.3865 3.6736  7.6094 1.0531 0.1374 0.8588 0.0000 0.0001 0.248 0.430  1.003 0.000 0.222 0.000 0.000 0.000 0.000 0.000 0.000 
 15 1.839681e+07 4.3513 4.3769 3.6191  7.6184 1.0778 0.1045 0.8916 0.0000 0.0001 0.238 0.430  1.003 0.000 0.214 0.000 0.000 0.000 0.000 0.000 0.000 
 16 1.877965e+07 4.3669 4.3674 3.5655  7.6299 1.1108 0.0723 0.9239 0.0000 0.0001 0.228 0.430  1.003 0.000 0.206 0.000 0.000 0.000 0.000 0.000 0.000 
 17 1.920242e+07 4.3862 4.3584 3.5102  7.6519 1.1759 0.0337 0.9624 0.0000 0.0001 0.218 0.430  1.001 0.000 0.196 0.000 0.000 0.000 0.000 0.000 0.000 
 18 1.928325e+07 4.3901 4.3578 3.5039  7.6587 1.1962 0.0265 0.9697 0.0000 0.0001 0.216 0.430  1.001 0.000 0.194 0.000 0.000 0.000 0.000 0.000 0.000 tminms
 19 1.947386e+07 4.4050 4.3669 3.5254  7.6971 1.3131 0.0064 0.9898 0.0001 0.0000 0.208 0.430  0.987 0.214 0.261 0.000 0.000 0.000 0.000 0.000 0.000 
 20 1.951090e+07 4.4127 4.3770 3.5581  7.7213 1.3883 0.0025 0.9936 0.0001 0.0000 0.205 0.430  0.961 0.209 0.290 0.000 0.000 0.000 0.000 0.000 0.000 
 21 1.952652e+07 4.4214 4.3864 3.5870  7.7446 1.4636 0.0010 0.9951 0.0001 0.0000 0.198 0.430  0.907 0.203 0.314 0.000 0.000 0.000 0.000 0.000 0.000 
 22 1.953409e+07 4.4336 4.3958 3.6121  7.7740 1.5644 0.0003 0.9958 0.0001 0.0000 0.181 0.430  0.774 0.000 0.347 0.000 0.000 0.000 0.000 0.000 0.000 
 23 1.953866e+07 4.4509 4.4061 3.6360  7.8330 1.8167 0.0000 0.9961 0.0001 0.0000 0.000 0.430  0.632 0.010 0.408 0.000 0.000 0.000 0.000 0.000 0.000 
 24 1.953948e+07 4.4500 4.4062 3.6373  7.8417 1.8765 0.0000 0.9961 0.0001 0.0000 0.000 0.430  0.858 0.065 0.400 0.000 0.000 0.000 0.000 0.000 0.000 tmaxlms
 25 1.954256e+07 4.4311 4.3989 3.6270  7.8576 2.0327 0.0000 0.9961 0.0001 0.0000 0.000 0.463  0.958 0.103 0.382 0.000 0.000 0.000 0.000 0.000 0.000 
 26 1.954441e+07 4.4207 4.3902 3.6026  7.8717 2.1274 0.0000 0.9961 0.0001 0.0000 0.000 0.463  1.137 0.116 0.374 0.000 0.000 0.000 0.000 0.000 0.000 
 27 1.954593e+07 4.4168 4.3788 3.5609  7.8851 2.2136 0.0000 0.9961 0.0001 0.0000 0.000 0.463  1.192 0.125 0.358 0.000 0.000 0.000 0.000 0.000 0.000 
 28 1.954600e+07 4.4168 4.3788 3.5609  7.8851 2.2136 0.0000 0.9961 0.0001 0.0000 0.000 0.463  1.192 0.125 0.358 0.000 0.000 0.000 0.000 0.000 0.000 lminsgb
 29 1.954739e+07 4.4176 4.3697 3.5237  7.8952 2.2725 0.0000 0.9961 0.0001 0.0000 0.000 0.463  1.204 0.129 0.351 0.000 0.000 0.000 0.000 0.000 0.000 
 30 1.954869e+07 4.4206 4.3596 3.4803  7.9061 2.3315 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.200 0.140 0.347 0.000 0.000 0.000 0.000 0.000 0.000 
 31 1.954993e+07 4.4253 4.3487 3.4320  7.9177 2.3906 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.203 0.144 0.338 0.000 0.000 0.000 0.000 0.000 0.000 
 32 1.955112e+07 4.4308 4.3368 3.3789  7.9301 2.4495 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.203 0.148 0.330 0.000 0.000 0.000 0.000 0.000 0.000 
 33 1.955226e+07 4.4337 4.3304 3.3504  7.9365 2.4809 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.201 0.151 0.330 0.000 0.000 0.000 0.000 0.000 0.000 
 34 1.955336e+07 4.4392 4.3176 3.2937  7.9498 2.5389 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.199 0.155 0.322 0.000 0.000 0.000 0.000 0.000 0.000 
 35 1.955443e+07 4.4418 4.3107 3.2635  7.9567 2.5684 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.199 0.157 0.318 0.000 0.000 0.000 0.000 0.000 0.000 
 36 1.955545e+07 4.4459 4.2986 3.2110  7.9685 2.6170 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.197 0.161 0.311 0.000 0.000 0.000 0.000 0.000 0.000 
 37 1.955644e+07 4.4493 4.2862 3.1580  7.9802 2.6640 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.196 0.165 0.306 0.000 0.000 0.000 0.000 0.000 0.000 
 38 1.955738e+07 4.4516 4.2760 3.1149  7.9893 2.7001 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.195 0.167 0.302 0.000 0.000 0.000 0.000 0.000 0.000 
 39 1.955828e+07 4.4535 4.2662 3.0738  7.9979 2.7329 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.195 0.170 0.299 0.000 0.000 0.000 0.000 0.000 0.000 
 40 1.955915e+07 4.4550 4.2563 3.0327  8.0062 2.7643 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.195 0.173 0.295 0.000 0.000 0.000 0.000 0.000 0.000 
 41 1.955999e+07 4.4562 4.2460 2.9903  8.0145 2.7952 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.194 0.176 0.291 0.000 0.000 0.000 0.000 0.000 0.000 
 42 1.956078e+07 4.4572 4.2354 2.9469  8.0228 2.8256 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.195 0.178 0.290 0.000 0.000 0.000 0.000 0.000 0.000 
 43 1.956154e+07 4.4579 4.2240 2.9006  8.0312 2.8559 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.196 0.179 0.287 0.000 0.000 0.000 0.000 0.000 0.000 
 44 1.956227e+07 4.4582 4.2151 2.8647  8.0375 2.8786 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.196 0.182 0.285 0.000 0.000 0.000 0.000 0.000 0.000 
 45 1.956296e+07 4.4584 4.2057 2.8269  8.0439 2.9012 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.197 0.184 0.282 0.000 0.000 0.001 0.000 0.000 0.000 
 46 1.956318e+07 4.4585 4.2025 2.8140  8.0461 2.9089 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.198 0.184 0.282 0.000 0.000 0.001 0.000 0.000 0.000 lmaxsgb
 47 1.956383e+07 4.4584 4.1925 2.7741  8.0526 2.9314 0.0000 0.9961 0.0001 0.0000 0.000 0.503  1.199 0.187 0.281 0.000 0.000 0.003 0.000 0.000 0.000 
