#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.9913 3.5599 3.0000 0.7165 0.327
  2 2.443720e+04 4.0063 3.5582 2.9999 0.7184 0.365
  3 5.946440e+04 4.0228 3.5563 2.9998 0.7196 0.444
  4 1.011780e+05 4.0384 3.5540 2.9996 0.7206 0.565
  5 1.459960e+05 4.0511 3.5517 2.9993 0.7213 0.716
  6 1.922500e+05 4.0609 3.5490 2.9989 0.7218 0.889
  7 2.393090e+05 4.0681 3.5458 2.9982 0.7223 1.079
  8 2.869140e+05 4.0736 3.5222 2.9979 0.7227 1.282
  9 3.349320e+05 4.0779 3.5071 2.9974 0.7230 1.495
 10 3.832810e+05 4.0816 3.4994 2.9967 0.7234 1.716
 11 4.319030e+05 4.0850 3.4939 2.9958 0.7237 1.943
 12 4.807540e+05 4.0883 3.4896 2.9947 0.7240 2.174
 13 5.298010e+05 4.0916 3.4860 2.9933 0.7243 2.408
 14 5.790170e+05 4.0952 3.4824 2.9917 0.7245 2.644
 15 6.283810e+05 4.0991 3.4795 2.9898 0.7248 2.882
 16 6.778730e+05 4.1033 3.4766 2.9875 0.7251 3.121
 17 7.274770e+05 4.1079 3.4736 2.9849 0.7254 3.359
 18 7.771760e+05 4.1129 3.4709 2.9819 0.7256 3.598
 19 8.269580e+05 4.1182 3.4682 2.9785 0.7259 3.836
 20 8.768090e+05 4.1240 3.4653 2.9746 0.7262 4.073
 21 9.267150e+05 4.1301 3.4628 2.9702 0.7265 4.309
 22 9.766650e+05 4.1366 3.4602 2.9652 0.7268 4.543
 23 1.026650e+06 4.1434 3.4571 2.9596 0.7271 4.776
 24 1.076650e+06 4.1506 3.4544 2.9534 0.7274 5.006
 25 1.126660e+06 4.1580 3.4516 2.9465 0.7277 5.234
 26 1.176670e+06 4.1656 3.4487 2.9388 0.7280 5.460
 27 1.226660e+06 4.1735 3.4461 2.9304 0.7283 5.684
 28 1.276630e+06 4.1816 3.4431 2.9210 0.7286 5.904
 29 1.326560e+06 4.1898 3.4400 2.9108 0.7289 6.122
 30 1.376440e+06 4.1981 3.4372 2.8997 0.7292 6.338
 31 1.426260e+06 4.2064 3.4343 2.8870 0.7296 6.550
 32 1.476000e+06 4.2139 3.4311 2.8642 0.7299 6.760
 33 1.525680e+06 4.2100 3.4252 2.7377 0.7303 6.974
 34 1.575450e+06 4.1879 3.4133 2.4331 0.7309 7.205
 35 1.625060e+06 4.1129 3.3665 1.3528 0.7319 7.416
