#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1911 3.5773 1.1000 0.5230 0.378
  2 1.722230e+05 3.2387 3.5728 1.1000 0.5249 0.378
  3 3.722740e+05 3.2957 3.5675 1.1000 0.5275 0.378
  4 5.991190e+05 3.3607 3.5612 1.1000 0.5310 0.378
  5 8.446490e+05 3.4299 3.5544 1.1000 0.5357 0.378
  6 1.095610e+06 3.4981 3.5476 1.0999 0.5414 0.378
  7 1.340170e+06 3.5614 3.5409 1.0994 0.5481 0.378
  8 1.571730e+06 3.6181 3.5351 1.0969 0.5555 0.568
  9 1.787720e+06 3.6664 3.5279 1.0888 0.5629 0.753
 10 1.989280e+06 3.7092 3.5206 1.0629 0.5708 0.899
 11 2.175960e+06 3.7465 3.5098 0.9226 0.5791 0.899
