#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2863 3.5603 4.5000 0.8828 0.336
  2 4.384540e+03 4.3049 3.5585 4.5000 0.8835 0.340
  3 9.361630e+03 4.3230 3.5567 4.4999 0.8840 0.347
  4 1.492960e+04 4.3408 3.5548 4.4998 0.8845 0.359
  5 2.107070e+04 4.3581 3.5530 4.4996 0.8848 0.374
  6 2.770920e+04 4.3742 3.5512 4.4992 0.8852 0.393
  7 3.474940e+04 4.3889 3.5496 4.4987 0.8854 0.415
  8 4.209930e+04 4.4021 3.5480 4.4980 0.8856 0.438
  9 4.968110e+04 4.4139 3.5465 4.4970 0.8858 0.454
 10 5.743440e+04 4.4242 3.5451 4.4957 0.8859 0.452
 11 6.531390e+04 4.4333 3.5439 4.4939 0.8860 0.426
 12 7.328720e+04 4.4413 3.5428 4.4916 0.8861 0.377
 13 8.133120e+04 4.4484 3.5414 4.4888 0.8862 0.312
 14 8.942980e+04 4.4547 3.5406 4.4854 0.8862 0.243
 15 9.757210e+04 4.4604 3.5400 4.4814 0.8863 0.179
 16 1.057510e+05 4.4656 3.5389 4.4768 0.8863 0.132
 17 1.139600e+05 4.4703 3.5384 4.4713 0.8864 0.104
 18 1.221970e+05 4.4746 3.5377 4.4651 0.8864 0.092
 19 1.304600e+05 4.4786 3.5370 4.4580 0.8865 0.089
 20 1.387480e+05 4.4823 3.5362 4.4499 0.8865 0.088
 21 1.470590e+05 4.4857 3.5354 4.4407 0.8866 0.089
 22 1.553930e+05 4.4889 3.5344 4.4301 0.8866 0.090
 23 1.637520e+05 4.4919 3.5335 4.4179 0.8866 0.092
 24 1.721350e+05 4.4946 3.5327 4.4039 0.8867 0.094
 25 1.805440e+05 4.4971 3.5320 4.3880 0.8867 0.096
 26 1.889800e+05 4.4994 3.5311 4.3698 0.8868 0.099
 27 1.974440e+05 4.5013 3.5303 4.3490 0.8868 0.101
 28 2.059380e+05 4.5030 3.5295 4.3252 0.8868 0.104
 29 2.144640e+05 4.5042 3.5287 4.2977 0.8869 0.106
 30 2.230250e+05 4.5051 3.5278 4.2660 0.8869 0.109
 31 2.316230e+05 4.5055 3.5268 4.2292 0.8869 0.112
 32 2.402620e+05 4.5052 3.5255 4.1859 0.8870 0.116
 33 2.489470e+05 4.5041 3.5244 4.1343 0.8870 0.120
 34 2.576820e+05 4.5020 3.5234 4.0723 0.8870 0.124
 35 2.664740e+05 4.4986 3.5222 3.9971 0.8870 0.129
 36 2.753310e+05 4.4933 3.5208 3.9031 0.8871 0.137
 37 2.842630e+05 4.4854 3.5192 3.7823 0.8871 0.149
 38 2.932850e+05 4.4733 3.5169 3.6156 0.8871 0.175
 39 3.024150e+05 4.4524 3.5133 3.3466 0.8872 0.242
 40 3.116930e+05 4.3878 3.5007 2.4785 0.8872 0.344
