#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4479 3.6106 2.2000 0.5690 0.308
  2 1.137770e+05 3.4991 3.6063 2.2000 0.5716 0.308
  3 2.581050e+05 3.5629 3.6004 2.2000 0.5756 0.308
  4 4.241450e+05 3.6313 3.5944 2.2000 0.5812 0.981
  5 5.938650e+05 3.6814 3.5804 2.2000 0.5840 2.021
  6 7.915380e+05 3.7277 3.5447 2.1991 0.5868 3.370
  7 1.007370e+06 3.7643 3.5238 2.1952 0.5891 4.786
  8 1.226790e+06 3.7895 3.5087 2.1849 0.5905 6.066
  9 1.445780e+06 3.8066 3.4972 2.1649 0.5915 7.171
 10 1.663340e+06 3.8183 3.4878 2.1329 0.5923 8.115
 11 1.879110e+06 3.8265 3.4792 2.0875 0.5931 8.925
 12 2.092770e+06 3.8325 3.4710 2.0276 0.5940 9.624
 13 2.303840e+06 3.8372 3.4627 1.9526 0.5950 10.232
 14 2.511550e+06 3.8414 3.4538 1.8621 0.5962 10.767
 15 2.714830e+06 3.8455 3.4433 1.7563 0.5976 11.236
 16 2.912510e+06 3.8502 3.4318 1.6341 0.5996 11.655
 17 3.102670e+06 3.8559 3.4180 1.4951 0.6022 12.029
 18 3.283320e+06 3.8631 3.4025 1.3395 0.6057 12.365
 19 3.416470e+06 3.8613 3.3819 0.6061 0.6061 12.365
