#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2624 3.5991 1.3000 0.5377 0.344
  2 1.602120e+05 3.3167 3.5944 1.3000 0.5400 0.433
  3 3.603910e+05 3.3803 3.5876 1.3000 0.5426 0.696
  4 5.922500e+05 3.4499 3.5785 1.3000 0.5459 1.268
  5 8.437730e+05 3.5192 3.5499 1.2994 0.5499 2.231
  6 1.101390e+06 3.5825 3.5175 1.2967 0.5544 3.507
  7 1.355780e+06 3.6362 3.4922 1.2877 0.5591 4.879
  8 1.602480e+06 3.6807 3.4704 1.2664 0.5640 6.156
  9 1.839340e+06 3.7173 3.4504 1.2270 0.5691 7.274
 10 2.064880e+06 3.7480 3.4317 1.1652 0.5745 8.240
 11 2.277640e+06 3.7744 3.4131 1.0788 0.5804 9.065
 12 2.431340e+06 3.7822 3.4027 0.5830 0.5830 9.065
