#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3559 3.5946 1.4000 0.5413 0.330
  2 1.541170e+05 3.3995 3.5907 1.4000 0.5436 0.420
  3 3.482340e+05 3.4514 3.5847 1.4000 0.5463 0.691
  4 5.737400e+05 3.5094 3.5767 1.4000 0.5496 1.275
  5 8.189900e+05 3.5678 3.5479 1.3994 0.5535 2.249
  6 1.071070e+06 3.6215 3.5172 1.3966 0.5578 3.529
  7 1.321190e+06 3.6680 3.4932 1.3878 0.5623 4.919
  8 1.564840e+06 3.7065 3.4731 1.3672 0.5669 6.223
  9 1.799840e+06 3.7377 3.4549 1.3291 0.5716 7.353
 10 2.024990e+06 3.7637 3.4373 1.2696 0.5764 8.322
 11 2.238780e+06 3.7859 3.4198 1.1866 0.5816 9.147
 12 2.438600e+06 3.8049 3.3964 0.5872 0.5872 9.147
