#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0480 3.5759 3.0000 0.7699 0.310
  2 1.507530e+04 4.0644 3.5743 2.9999 0.7714 0.368
  3 4.041580e+04 4.0862 3.5714 2.9997 0.7725 0.504
  4 6.813140e+04 4.1042 3.5683 2.9993 0.7729 0.674
  5 9.654570e+04 4.1186 3.5651 2.9987 0.7732 0.862
  6 1.253110e+05 4.1300 3.5618 2.9976 0.7734 1.063
  7 1.543210e+05 4.1391 3.5494 2.9975 0.7735 1.272
  8 1.835170e+05 4.1463 3.5350 2.9974 0.7736 1.488
  9 2.128560e+05 4.1522 3.5267 2.9972 0.7737 1.707
 10 2.423080e+05 4.1572 3.5204 2.9969 0.7738 1.928
 11 2.718480e+05 4.1614 3.5157 2.9965 0.7738 2.150
 12 3.014590e+05 4.1652 3.5115 2.9961 0.7739 2.371
 13 3.311280e+05 4.1687 3.5079 2.9955 0.7739 2.592
 14 3.608440e+05 4.1720 3.5047 2.9948 0.7739 2.810
 15 3.906010e+05 4.1752 3.5016 2.9940 0.7740 3.026
 16 4.203940e+05 4.1784 3.4990 2.9931 0.7740 3.240
 17 4.502200e+05 4.1817 3.4963 2.9920 0.7740 3.451
 18 4.800750e+05 4.1850 3.4938 2.9907 0.7740 3.659
 19 5.099580e+05 4.1883 3.4915 2.9893 0.7741 3.865
 20 5.398680e+05 4.1918 3.4893 2.9877 0.7741 4.068
 21 5.698030e+05 4.1954 3.4870 2.9858 0.7741 4.269
 22 5.997640e+05 4.1991 3.4853 2.9838 0.7741 4.466
 23 6.297500e+05 4.2029 3.4831 2.9816 0.7741 4.660
 24 6.597610e+05 4.2068 3.4813 2.9791 0.7742 4.852
 25 6.897970e+05 4.2108 3.4790 2.9763 0.7742 5.042
 26 7.198580e+05 4.2149 3.4772 2.9733 0.7742 5.229
 27 7.499450e+05 4.2191 3.4754 2.9700 0.7742 5.413
 28 7.800580e+05 4.2234 3.4735 2.9665 0.7742 5.594
 29 8.101960e+05 4.2277 3.4717 2.9626 0.7743 5.773
 30 8.403620e+05 4.2322 3.4698 2.9584 0.7743 5.950
 31 8.705540e+05 4.2367 3.4679 2.9538 0.7743 6.125
 32 9.007750e+05 4.2413 3.4660 2.9489 0.7743 6.297
 33 9.310230e+05 4.2459 3.4640 2.9437 0.7743 6.467
 34 9.613010e+05 4.2506 3.4623 2.9380 0.7743 6.635
 35 9.916080e+05 4.2553 3.4606 2.9320 0.7744 6.801
 36 1.021950e+06 4.2601 3.4587 2.9255 0.7744 6.964
 37 1.052310e+06 4.2648 3.4566 2.9187 0.7744 7.126
 38 1.082720e+06 4.2696 3.4551 2.9114 0.7744 7.286
 39 1.113150e+06 4.2743 3.4531 2.9030 0.7744 7.444
 40 1.143620e+06 4.2789 3.4514 2.8930 0.7745 7.601
 41 1.174120e+06 4.2833 3.4493 2.8805 0.7745 7.755
 42 1.204670e+06 4.2867 3.4475 2.8601 0.7745 7.910
 43 1.235280e+06 4.2849 3.4444 2.7930 0.7745 8.066
 44 1.266020e+06 4.2704 3.4385 2.6196 0.7746 8.236
 45 1.297090e+06 4.2431 3.4292 2.3275 0.7747 8.437
 46 1.328660e+06 4.1878 3.4029 1.6791 0.7748 8.718
 47 1.346300e+06 4.1441 3.3941 0.7729 0.7729 8.718
