#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1123 3.5914 3.0000 0.7953 0.293
  2 1.204810e+04 4.1241 3.5903 3.0000 0.7967 0.395
  3 3.258020e+04 4.1399 3.5876 3.0000 0.7978 0.637
  4 5.516910e+04 4.1531 3.5837 3.0000 0.7982 0.935
  5 7.835490e+04 4.1639 3.5788 3.0000 0.7984 1.261
  6 1.018290e+05 4.1727 3.5668 2.9999 0.7985 1.603
  7 1.255000e+05 4.1799 3.5569 2.9999 0.7987 1.955
  8 1.493210e+05 4.1859 3.5495 2.9998 0.7988 2.312
  9 1.732600e+05 4.1910 3.5436 2.9996 0.7988 2.669
 10 1.972910e+05 4.1954 3.5382 2.9993 0.7989 3.025
 11 2.213950e+05 4.1993 3.5339 2.9990 0.7990 3.377
 12 2.455580e+05 4.2029 3.5297 2.9985 0.7990 3.723
 13 2.697710e+05 4.2063 3.5262 2.9979 0.7991 4.062
 14 2.940240e+05 4.2096 3.5226 2.9971 0.7991 4.393
 15 3.183130e+05 4.2128 3.5197 2.9962 0.7991 4.718
 16 3.426330e+05 4.2160 3.5167 2.9951 0.7991 5.033
 17 3.669820e+05 4.2192 3.5141 2.9937 0.7992 5.341
 18 3.913570e+05 4.2224 3.5114 2.9921 0.7992 5.642
 19 4.157570e+05 4.2258 3.5090 2.9902 0.7992 5.934
 20 4.401820e+05 4.2291 3.5066 2.9881 0.7992 6.219
 21 4.646300e+05 4.2326 3.5042 2.9857 0.7993 6.496
 22 4.891020e+05 4.2361 3.5023 2.9829 0.7993 6.766
 23 5.135970e+05 4.2396 3.4999 2.9798 0.7993 7.029
 24 5.381160e+05 4.2432 3.4980 2.9764 0.7993 7.286
 25 5.626590e+05 4.2469 3.4956 2.9726 0.7993 7.536
 26 5.872260e+05 4.2507 3.4937 2.9684 0.7993 7.780
 27 6.118180e+05 4.2544 3.4918 2.9637 0.7994 8.018
 28 6.364360e+05 4.2583 3.4899 2.9587 0.7994 8.250
 29 6.610800e+05 4.2621 3.4879 2.9532 0.7994 8.476
 30 6.857510e+05 4.2660 3.4860 2.9473 0.7994 8.697
 31 7.104490e+05 4.2699 3.4841 2.9404 0.7994 8.913
 32 7.351770e+05 4.2737 3.4821 2.9320 0.7995 9.124
 33 7.599370e+05 4.2774 3.4801 2.9218 0.7995 9.331
 34 7.847330e+05 4.2809 3.4780 2.9093 0.7995 9.534
 35 8.095700e+05 4.2842 3.4759 2.8939 0.7995 9.733
 36 8.344520e+05 4.2872 3.4741 2.8753 0.7995 9.928
 37 8.593880e+05 4.2898 3.4719 2.8526 0.7996 10.121
 38 8.843840e+05 4.2918 3.4696 2.8248 0.7996 10.312
 39 9.094510e+05 4.2931 3.4671 2.7908 0.7996 10.501
 40 9.346000e+05 4.2934 3.4645 2.7488 0.7997 10.690
 41 9.598470e+05 4.2926 3.4616 2.6966 0.7997 10.879
 42 9.852100e+05 4.2901 3.4585 2.6307 0.7997 11.070
 43 1.010710e+06 4.2859 3.4552 2.5517 0.7998 11.265
 44 1.036380e+06 4.2800 3.4514 2.4594 0.7998 11.466
 45 1.062230e+06 4.2632 3.4445 2.2674 0.7999 11.688
 46 1.088400e+06 4.2274 3.4288 1.8592 0.8000 11.986
