#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8414 3.5965 2.2000 0.6517 0.295
  2 5.294990e+04 3.8614 3.5947 2.2000 0.6544 0.678
  3 1.523190e+05 3.8902 3.5880 2.2000 0.6573 1.831
  4 2.634030e+05 3.9131 3.5592 2.1997 0.6589 3.343
  5 3.769190e+05 3.9293 3.5372 2.1981 0.6600 4.887
  6 4.910500e+05 3.9400 3.5220 2.1933 0.6607 6.312
  7 6.053260e+05 3.9468 3.5107 2.1834 0.6612 7.564
  8 7.196250e+05 3.9510 3.5017 2.1667 0.6616 8.634
  9 8.339600e+05 3.9534 3.4938 2.1420 0.6617 9.539
 10 9.484020e+05 3.9548 3.4869 2.1089 0.6619 10.313
 11 1.063010e+06 3.9557 3.4804 2.0668 0.6620 10.984
 12 1.177830e+06 3.9564 3.4741 2.0156 0.6621 11.574
 13 1.292910e+06 3.9568 3.4677 1.9549 0.6622 12.099
 14 1.408290e+06 3.9572 3.4603 1.8842 0.6624 12.575
 15 1.524020e+06 3.9575 3.4529 1.8028 0.6625 13.009
 16 1.640140e+06 3.9578 3.4444 1.7102 0.6626 13.405
 17 1.756670e+06 3.9590 3.4343 1.6050 0.6633 13.776
 18 1.871430e+06 3.9602 3.4242 1.4880 0.6640 14.115
 19 1.983660e+06 3.9621 3.4130 1.3603 0.6651 14.423
 20 2.070960e+06 3.9583 3.3986 0.6638 0.6638 14.423
