#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3232 3.6311 1.8000 0.5472 0.294
  2 1.530980e+05 3.3775 3.6264 1.8000 0.5497 0.673
  3 3.958490e+05 3.4490 3.6163 1.8000 0.5520 1.704
  4 6.963590e+05 3.5261 3.5930 1.7998 0.5546 3.493
  5 1.019570e+06 3.5943 3.5646 1.7978 0.5569 5.661
  6 1.347420e+06 3.6478 3.5403 1.7865 0.5590 7.733
  7 1.673690e+06 3.6866 3.5197 1.7523 0.5605 9.457
  8 1.996890e+06 3.7140 3.5010 1.6824 0.5619 10.832
  9 2.315990e+06 3.7335 3.4824 1.5685 0.5632 11.922
 10 2.628810e+06 3.7482 3.4606 1.4040 0.5650 12.803
 11 2.930970e+06 3.7611 3.4325 1.1811 0.5677 13.531
 12 3.215110e+06 3.7756 3.3994 0.7848 0.5723 14.284
