#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2769 3.6332 1.7500 0.5374 0.295
  2 1.692430e+05 3.3281 3.6288 1.7500 0.5397 0.625
  3 4.242690e+05 3.3928 3.6199 1.7500 0.5417 1.479
  4 7.414140e+05 3.4659 3.6012 1.7499 0.5440 3.021
  5 1.089470e+06 3.5356 3.5746 1.7488 0.5464 5.053
  6 1.447270e+06 3.5945 3.5499 1.7412 0.5487 7.155
  7 1.804980e+06 3.6405 3.5279 1.7143 0.5506 9.008
  8 2.159050e+06 3.6745 3.5084 1.6530 0.5523 10.508
  9 2.507990e+06 3.6996 3.4886 1.5456 0.5540 11.700
 10 2.849320e+06 3.7187 3.4655 1.3833 0.5560 12.653
 11 3.178280e+06 3.7352 3.4357 1.1568 0.5590 13.433
 12 3.486500e+06 3.7525 3.4011 0.7703 0.5640 14.221
