#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.7614 3.5513 2.5000 0.6048 0.339
  2 6.582830e+04 3.7835 3.5490 2.5000 0.6076 0.339
  3 1.438520e+05 3.8106 3.5460 2.5000 0.6114 0.339
  4 2.322700e+05 3.8404 3.5430 2.4999 0.6165 0.339
  5 3.257570e+05 3.8699 3.5400 2.4998 0.6227 0.339
  6 4.185330e+05 3.8968 3.5373 2.4996 0.6295 0.404
  7 5.071990e+05 3.9179 3.5344 2.4992 0.6353 0.523
  8 5.926530e+05 3.9343 3.5313 2.4986 0.6402 0.681
  9 6.765410e+05 3.9475 3.5280 2.4977 0.6445 0.870
 10 7.595710e+05 3.9583 3.5245 2.4962 0.6483 1.081
 11 8.419850e+05 3.9672 3.4850 2.4949 0.6516 1.308
 12 9.238010e+05 3.9746 3.4693 2.4928 0.6547 1.545
 13 1.004950e+06 3.9809 3.4622 2.4902 0.6574 1.787
 14 1.085320e+06 3.9864 3.4572 2.4869 0.6599 2.031
 15 1.164810e+06 3.9913 3.4531 2.4831 0.6623 2.273
 16 1.243330e+06 3.9957 3.4494 2.4787 0.6645 2.513
 17 1.320800e+06 3.9998 3.4463 2.4736 0.6666 2.748
 18 1.397150e+06 4.0036 3.4436 2.4680 0.6687 2.977
 19 1.472350e+06 4.0073 3.4413 2.4616 0.6706 3.201
 20 1.546360e+06 4.0108 3.4389 2.4547 0.6726 3.418
 21 1.619160e+06 4.0142 3.4365 2.4471 0.6745 3.629
 22 1.690720e+06 4.0175 3.4345 2.4388 0.6764 3.833
 23 1.761050e+06 4.0208 3.4324 2.4299 0.6783 4.030
 24 1.830140e+06 4.0240 3.4308 2.4204 0.6801 4.221
 25 1.898010e+06 4.0272 3.4290 2.4103 0.6819 4.405
 26 1.964650e+06 4.0304 3.4272 2.3995 0.6838 4.583
 27 2.030050e+06 4.0336 3.4255 2.3882 0.6857 4.756
 28 2.094220e+06 4.0369 3.4237 2.3762 0.6875 4.923
 29 2.157150e+06 4.0401 3.4218 2.3637 0.6894 5.085
 30 2.218860e+06 4.0434 3.4202 2.3506 0.6914 5.242
 31 2.279350e+06 4.0466 3.4181 2.3338 0.6933 5.393
 32 2.338630e+06 4.0499 3.4154 2.2994 0.6952 5.541
 33 2.396700e+06 4.0534 3.4051 2.1410 0.6973 5.687
