#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3448 3.5738 1.9000 0.5203 0.334
  2 1.509250e+05 3.3727 3.5712 1.9000 0.5221 0.334
  3 3.193870e+05 3.4065 3.5680 1.9000 0.5245 0.334
  4 5.057340e+05 3.4460 3.5642 1.9000 0.5276 0.334
  5 7.073660e+05 3.4903 3.5600 1.9000 0.5316 0.334
  6 9.181950e+05 3.5376 3.5553 1.9000 0.5366 0.334
  7 1.130190e+06 3.5853 3.5505 1.9000 0.5425 0.334
  8 1.336230e+06 3.6313 3.5455 1.9000 0.5493 0.334
  9 1.531780e+06 3.6742 3.5412 1.8999 0.5567 0.334
 10 1.714720e+06 3.7135 3.5372 1.8997 0.5647 0.334
 11 1.884460e+06 3.7492 3.5330 1.8993 0.5730 0.334
 12 2.041240e+06 3.7815 3.5298 1.8983 0.5815 0.409
 13 2.185670e+06 3.8078 3.5262 1.8966 0.5889 0.538
 14 2.321100e+06 3.8298 3.5224 1.8933 0.5955 0.704
 15 2.450030e+06 3.8487 3.5185 1.8876 0.6015 0.897
 16 2.573620e+06 3.8653 3.5140 1.8772 0.6071 1.107
 17 2.692450e+06 3.8801 3.4660 1.8744 0.6123 1.328
 18 2.806700e+06 3.8933 3.4501 1.8703 0.6173 1.553
 19 2.916680e+06 3.9055 3.4416 1.8652 0.6220 1.779
 20 3.022510e+06 3.9166 3.4349 1.8591 0.6266 2.003
 21 3.124320e+06 3.9270 3.4292 1.8521 0.6311 2.222
 22 3.222230e+06 3.9368 3.4242 1.8442 0.6355 2.435
 23 3.316360e+06 3.9460 3.4191 1.8223 0.6398 2.640
 24 3.406840e+06 3.9549 3.4002 1.6123 0.6441 2.827
 25 3.474690e+06 3.9579 3.3662 0.6466 0.6466 2.827
