#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.5662 3.6322 1.8000 0.5820 0.276
  2 1.161890e+05 3.6033 3.6289 1.8000 0.5849 1.548
  3 3.442150e+05 3.6645 3.6121 1.8000 0.5888 5.313
  4 5.970590e+05 3.7181 3.5741 1.7961 0.5918 9.011
  5 8.497940e+05 3.7567 3.5422 1.7661 0.5938 11.516
  6 1.099820e+06 3.7814 3.5162 1.6888 0.5950 13.091
  7 1.348680e+06 3.7966 3.4924 1.5590 0.5958 14.137
  8 1.597810e+06 3.8063 3.4668 1.3738 0.5965 14.894
  9 1.847880e+06 3.8139 3.4360 1.1242 0.5978 15.461
 10 2.086410e+06 3.8210 3.4153 0.6001 0.6001 15.461
