#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.7741 3.6203 2.0000 0.6311 0.273
  2 6.986060e+04 3.7962 3.6181 2.0000 0.6339 1.367
  3 2.068390e+05 3.8307 3.6041 2.0000 0.6374 4.536
  4 3.586740e+05 3.8587 3.5704 1.9982 0.6396 7.775
  5 5.114470e+05 3.8777 3.5435 1.9854 0.6410 10.167
  6 6.635960e+05 3.8897 3.5240 1.9520 0.6419 11.819
  7 8.153200e+05 3.8965 3.5077 1.8946 0.6422 12.952
  8 9.672850e+05 3.9006 3.4937 1.8133 0.6425 13.778
  9 1.119770e+06 3.9031 3.4795 1.7088 0.6427 14.413
 10 1.272990e+06 3.9047 3.4646 1.5805 0.6430 14.924
 11 1.427100e+06 3.9059 3.4482 1.4267 0.6433 15.356
 12 1.582200e+06 3.9069 3.4301 1.2440 0.6436 15.717
 13 1.738340e+06 3.9103 3.4132 1.0054 0.6454 16.040
 14 1.821080e+06 3.8831 3.4129 0.6402 0.6402 16.040
