 
   Teff    log g   log L/Lo     Age(Gyr)      Y       F220W   F250W   F330W   F344N   F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W  F850LP   F892N   BC(V)    M_U     M_B     M_V     M_R      M_I    M_J     M_H     M_K      M_L
   60789.  7.83743  0.491829   0.990234600 0.10E+01   5.345   5.911   6.593   6.683   8.307   8.449   8.589   8.684   8.615   8.650   8.767   8.725   8.803   8.944   8.976   9.144   9.169  -5.127   7.102   8.342   8.663   8.812   9.009   9.433   9.561   9.732   9.833
   58068.  7.85160  0.398114   0.990412900 0.10E+01   5.435   5.999   6.678   6.768   8.387   8.528   8.666   8.761   8.692   8.727   8.843   8.805   8.882   9.019   9.051   9.219   9.244  -4.970   7.186   8.422   8.740   8.888   9.084   9.507   9.634   9.805   9.906
   55498.  7.86468  0.306376   0.990611900 0.10E+01   5.523   6.085   6.760   6.850   8.465   8.605   8.741   8.835   8.768   8.802   8.917   8.882   8.957   9.092   9.124   9.292   9.317  -4.815   7.268   8.500   8.815   8.962   9.157   9.579   9.705   9.876   9.977
   53052.  7.87669  0.216062   0.990833900 0.10E+01   5.610   6.169   6.841   6.931   8.541   8.680   8.814   8.907   8.841   8.874   8.989   8.958   9.031   9.163   9.195   9.363   9.387  -4.661   7.349   8.576   8.887   9.034   9.228   9.648   9.774   9.945  10.046
   50740.  7.88763  0.127734   0.991080400 0.10E+01   5.696   6.252   6.921   7.010   8.615   8.752   8.885   8.977   8.912   8.945   9.059   9.031   9.103   9.231   9.263   9.432   9.456  -4.511   7.427   8.650   8.958   9.103   9.296   9.715   9.840  10.011  10.113
   48569.  7.89785  0.041544   0.991356300 0.10E+01   5.781   6.334   6.999   7.088   8.688   8.824   8.955   9.046   8.981   9.014   9.127   9.103   9.174   9.299   9.331   9.499   9.523  -4.364   7.505   8.722   9.027   9.171   9.363   9.781   9.905  10.076  10.178
   46525.  7.90737 -0.042648   0.991665100 0.10E+01   5.866   6.415   7.078   7.166   8.760   8.894   9.024   9.114   9.050   9.083   9.195   9.175   9.244   9.365   9.397   9.565   9.589  -4.222   7.583   8.795   9.095   9.239   9.429   9.845   9.969  10.139  10.242
   43986.  7.91887 -0.151632   0.992133900 0.10E+01   5.979   6.525   7.182   7.270   8.856   8.988   9.114   9.203   9.141   9.173   9.284   9.270   9.336   9.452   9.484   9.653   9.676  -4.039   7.686   8.890   9.184   9.327   9.516   9.930  10.052  10.223  10.326
   41638.  7.92929 -0.257381   0.992678400 0.10E+01   6.095   6.636   7.288   7.375   8.952   9.081   9.205   9.292   9.232   9.263   9.373   9.366   9.429   9.539   9.571   9.740   9.763  -3.865   7.790   8.986   9.274   9.416   9.603  10.014  10.135  10.305  10.409
   39451.  7.93893 -0.360761   0.993317900 0.10E+01   6.215   6.751   7.398   7.484   9.051   9.177   9.297   9.383   9.325   9.355   9.463   9.464   9.524   9.627   9.659   9.828   9.852  -3.698   7.899   9.085   9.366   9.506   9.691  10.099  10.219  10.389  10.493
   37397.  7.94770 -0.462399   0.994075100 0.10E+01   6.345   6.876   7.517   7.602   9.157   9.279   9.396   9.479   9.423   9.453   9.560   9.570   9.626   9.720   9.753   9.922   9.945  -3.541   8.016   9.191   9.463   9.602   9.784  10.189  10.307  10.476  10.582
   35009.  7.95772 -0.587025   0.995242400 0.10E+01   6.524   7.049   7.681   7.765   9.301   9.418   9.529   9.609   9.557   9.585   9.689   9.714   9.763   9.846   9.878  10.048  10.071  -3.360   8.178   9.334   9.594   9.731   9.909  10.308  10.423  10.591  10.699
   32798.  7.96698 -0.709635   0.996761800 0.10E+01   6.728   7.247   7.869   7.952   9.463   9.573   9.677   9.753   9.705   9.733   9.833   9.875   9.917   9.985  10.018  10.187  10.211  -3.199   8.363   9.495   9.739   9.874  10.048  10.439  10.549  10.716  10.824
   30749.  7.97539 -0.830103   0.998800700 0.10E+01   6.959   7.469   8.080   8.161   9.640   9.742   9.838   9.909   9.866   9.892   9.989  10.049  10.084  10.134  10.167  10.335  10.360  -3.056   8.570   9.672   9.897  10.029  10.196  10.576  10.681  10.844  10.951
