#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3201 3.6201 3.5000 0.9244 0.332
  2 3.171870e+03 4.3369 3.6185 3.5000 0.9252 0.454
  3 8.395090e+03 4.3594 3.6155 3.5000 0.9258 0.705
  4 1.404020e+04 4.3786 3.6109 3.5000 0.9259 0.991
  5 1.978810e+04 4.3947 3.6060 3.5000 0.9260 1.291
  6 2.557910e+04 4.4081 3.6008 3.5000 0.9260 1.598
  7 3.139960e+04 4.4193 3.5954 3.5000 0.9261 1.908
  8 3.724380e+04 4.4287 3.5904 3.5000 0.9261 2.220
  9 4.310790e+04 4.4367 3.5859 3.5000 0.9261 2.533
 10 4.898900e+04 4.4435 3.5818 3.5000 0.9262 2.845
 11 5.488450e+04 4.4493 3.5779 3.4999 0.9262 3.154
 12 6.079230e+04 4.4545 3.5748 3.4999 0.9262 3.460
 13 6.671070e+04 4.4590 3.5714 3.4999 0.9262 3.759
 14 7.263820e+04 4.4630 3.5686 3.4998 0.9262 4.051
 15 7.857360e+04 4.4667 3.5655 3.4997 0.9263 4.332
 16 8.451610e+04 4.4701 3.5625 3.4996 0.9263 4.590
 17 9.046490e+04 4.4733 3.5594 3.4995 0.9263 4.810
 18 9.641920e+04 4.4763 3.5558 3.4994 0.9263 4.982
 19 1.023760e+05 4.4791 3.5524 3.4992 0.9263 5.091
 20 1.083370e+05 4.4818 3.5483 3.4991 0.9263 5.144
 21 1.143030e+05 4.4845 3.5446 3.4989 0.9263 5.137
 22 1.202720e+05 4.4871 3.5405 3.4986 0.9263 5.070
 23 1.262460e+05 4.4897 3.5370 3.4984 0.9263 4.910
 24 1.322240e+05 4.4922 3.5335 3.4981 0.9263 4.674
 25 1.382050e+05 4.4947 3.5301 3.4979 0.9263 4.368
 26 1.441900e+05 4.4972 3.5279 3.4977 0.9263 4.000
 27 1.501780e+05 4.4997 3.5259 3.4975 0.9263 3.598
 28 1.561700e+05 4.5022 3.5244 3.4973 0.9263 3.158
 29 1.621660e+05 4.5047 3.5240 3.4971 0.9264 2.710
 30 1.681640e+05 4.5072 3.5239 3.4970 0.9264 2.274
 31 1.741660e+05 4.5098 3.5249 3.4969 0.9264 1.866
 32 1.801710e+05 4.5123 3.5273 3.4968 0.9264 1.505
 33 1.861790e+05 4.5148 3.5310 3.4968 0.9264 1.210
 34 1.921890e+05 4.5174 3.5371 3.4967 0.9264 0.986
 35 1.982030e+05 4.5200 3.5508 3.4965 0.9264 0.838
 36 2.042190e+05 4.5225 3.5557 3.4958 0.9264 0.758
 37 2.102390e+05 4.5250 3.5557 3.4948 0.9264 0.692
 38 2.162610e+05 4.5274 3.5553 3.4934 0.9264 0.683
 39 2.222880e+05 4.5299 3.5546 3.4918 0.9264 0.676
 40 2.283180e+05 4.5323 3.5538 3.4901 0.9264 0.669
 41 2.343530e+05 4.5347 3.5531 3.4881 0.9264 0.660
 42 2.403910e+05 4.5372 3.5523 3.4860 0.9264 0.658
 43 2.464340e+05 4.5396 3.5516 3.4837 0.9264 0.655
 44 2.524810e+05 4.5419 3.5508 3.4812 0.9264 0.666
 45 2.585330e+05 4.5443 3.5499 3.4784 0.9264 0.664
 46 2.645890e+05 4.5466 3.5491 3.4752 0.9264 0.667
 47 2.706510e+05 4.5489 3.5483 3.4718 0.9264 0.671
 48 2.767180e+05 4.5511 3.5475 3.4679 0.9264 0.676
 49 2.827910e+05 4.5533 3.5467 3.4637 0.9265 0.681
 50 2.888700e+05 4.5554 3.5458 3.4590 0.9265 0.687
 51 2.949560e+05 4.5575 3.5450 3.4537 0.9265 0.697
 52 3.010490e+05 4.5595 3.5441 3.4478 0.9265 0.700
 53 3.071490e+05 4.5614 3.5433 3.4412 0.9265 0.707
 54 3.132570e+05 4.5632 3.5425 3.4339 0.9265 0.714
 55 3.193740e+05 4.5648 3.5416 3.4257 0.9265 0.721
 56 3.255010e+05 4.5664 3.5408 3.4166 0.9265 0.729
 57 3.316380e+05 4.5677 3.5399 3.4062 0.9265 0.737
 58 3.377870e+05 4.5690 3.5391 3.3952 0.9265 0.745
 59 3.439470e+05 4.5700 3.5382 3.3828 0.9265 0.753
 60 3.501210e+05 4.5708 3.5373 3.3686 0.9265 0.762
 61 3.563100e+05 4.5717 3.5364 3.3549 0.9265 0.770
 62 3.625130e+05 4.5722 3.5354 3.3394 0.9266 0.779
 63 3.687320e+05 4.5724 3.5345 3.3215 0.9266 0.789
 64 3.749690e+05 4.5722 3.5335 3.3008 0.9266 0.799
 65 3.812260e+05 4.5714 3.5326 3.2766 0.9266 0.810
 66 3.875060e+05 4.5710 3.5318 3.2556 0.9266 0.823
 67 3.938070e+05 4.5701 3.5309 3.2311 0.9266 0.835
 68 4.001310e+05 4.5684 3.5299 3.2014 0.9266 0.847
 69 4.064820e+05 4.5655 3.5290 3.1639 0.9266 0.865
 70 4.128660e+05 4.5633 3.5279 3.1319 0.9267 0.882
 71 4.192800e+05 4.5588 3.5268 3.0848 0.9267 0.907
 72 4.257340e+05 4.5546 3.5255 3.0399 0.9267 0.937
 73 4.322260e+05 4.5507 3.5235 2.9980 0.9267 0.971
 74 4.387560e+05 4.5489 3.5211 2.9700 0.9267 1.008
 75 4.453120e+05 4.5484 3.5114 2.9506 0.9267 1.031
 76 4.518890e+05 4.5475 3.5051 2.9290 0.9268 1.056
 77 4.584850e+05 4.5461 3.4997 2.9046 0.9268 1.085
 78 4.651030e+05 4.5443 3.4952 2.8774 0.9268 1.122
 79 4.717440e+05 4.5420 3.4908 2.8480 0.9268 1.166
 80 4.784100e+05 4.5393 3.4867 2.8159 0.9268 1.224
 81 4.851030e+05 4.5360 3.4825 2.7808 0.9268 1.299
 82 4.918250e+05 4.5320 3.4789 2.7418 0.9268 1.401
 83 4.985770e+05 4.5273 3.4746 2.6982 0.9269 1.540
 84 5.053640e+05 4.5215 3.4703 2.6488 0.9269 1.737
 85 5.121890e+05 4.5143 3.4658 2.5910 0.9269 2.010
 86 5.190560e+05 4.5053 3.4612 2.5222 0.9269 2.364
 87 5.259730e+05 4.4939 3.4561 2.4386 0.9269 2.764
 88 5.329460e+05 4.4799 3.4511 2.3372 0.9270 3.193
 89 5.399870e+05 4.4627 3.4463 2.2140 0.9270 3.654
 90 5.471050e+05 4.4420 3.4412 2.0614 0.9271 4.165
 91 5.543160e+05 4.4171 3.4356 1.8656 0.9271 4.767
 92 5.616360e+05 4.3864 3.4303 1.5811 0.9272 5.596
