#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4096 3.4406 1.3000 0.5250 0.388
  2 4.243930e+04 3.4202 3.4389 1.2995 0.5257 0.388
  3 8.460210e+04 3.4312 3.4371 1.2988 0.5265 0.388
  4 1.264750e+05 3.4424 3.4353 1.2978 0.5273 0.388
  5 1.680440e+05 3.4537 3.4334 1.2964 0.5281 0.388
  6 2.092960e+05 3.4652 3.4315 1.2946 0.5289 0.388
  7 2.502190e+05 3.4767 3.4295 1.2919 0.5298 0.388
  8 2.908020e+05 3.4883 3.4271 1.2882 0.5308 0.388
  9 3.310320e+05 3.4999 3.4249 1.2828 0.5317 0.388
 10 3.708990e+05 3.5115 3.4223 1.2749 0.5328 0.388
 11 4.103930e+05 3.5230 3.4194 1.2624 0.5338 0.388
 12 4.495070e+05 3.5345 3.4157 1.2417 0.5349 0.388
 13 4.882320e+05 3.5459 3.4103 1.2013 0.5360 0.388
 14 5.265670e+05 3.5563 3.3860 0.9606 0.5372 0.388
