#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3577 3.5017 2.5000 0.5113 0.354
  2 4.646680e+04 3.3655 3.5008 2.5000 0.5118 0.354
  3 9.266730e+04 3.3738 3.5000 2.5000 0.5124 0.354
  4 1.385900e+05 3.3823 3.4990 2.5000 0.5130 0.354
  5 1.842220e+05 3.3910 3.4978 2.5000 0.5136 0.354
  6 2.295530e+05 3.3998 3.4969 2.5000 0.5143 0.354
  7 2.745720e+05 3.4087 3.4959 2.5000 0.5150 0.354
  8 3.192650e+05 3.4178 3.4945 2.5000 0.5157 0.354
  9 3.636230e+05 3.4269 3.4936 2.5000 0.5164 0.354
 10 4.076350e+05 3.4362 3.4926 2.5000 0.5172 0.354
 11 4.512890e+05 3.4455 3.4912 2.5000 0.5180 0.354
 12 4.945760e+05 3.4548 3.4902 2.5000 0.5188 0.354
 13 5.374840e+05 3.4642 3.4892 2.5000 0.5197 0.354
 14 5.800060e+05 3.4736 3.4878 2.5000 0.5206 0.354
 15 6.221300e+05 3.4831 3.4868 2.5000 0.5215 0.354
 16 6.638490e+05 3.4925 3.4857 2.5000 0.5224 0.354
 17 7.051530e+05 3.5019 3.4843 2.5000 0.5234 0.354
 18 7.460340e+05 3.5113 3.4833 2.5000 0.5243 0.354
 19 7.864850e+05 3.5206 3.4819 2.5000 0.5254 0.354
 20 8.264990e+05 3.5299 3.4809 2.5000 0.5264 0.354
 21 8.660670e+05 3.5392 3.4798 2.5000 0.5275 0.354
 22 9.051840e+05 3.5484 3.4785 2.5000 0.5286 0.354
 23 9.438430e+05 3.5575 3.4774 2.5000 0.5297 0.354
 24 9.820400e+05 3.5665 3.4760 2.5000 0.5308 0.354
 25 1.019770e+06 3.5755 3.4750 2.5000 0.5320 0.354
 26 1.057020e+06 3.5844 3.4740 2.5000 0.5332 0.354
 27 1.093800e+06 3.5932 3.4727 2.5000 0.5344 0.354
 28 1.130100e+06 3.6019 3.4716 2.5000 0.5356 0.354
 29 1.165910e+06 3.6105 3.4704 2.5000 0.5369 0.354
 30 1.201240e+06 3.6189 3.4694 2.5000 0.5381 0.354
 31 1.236080e+06 3.6273 3.4681 2.5000 0.5394 0.354
 32 1.270430e+06 3.6356 3.4671 2.5000 0.5407 0.354
 33 1.304280e+06 3.6437 3.4658 2.5000 0.5421 0.354
 34 1.337650e+06 3.6518 3.4649 2.4999 0.5434 0.354
 35 1.370520e+06 3.6597 3.4640 2.4999 0.5448 0.354
 36 1.402900e+06 3.6675 3.4627 2.4999 0.5462 0.354
 37 1.434780e+06 3.6752 3.4618 2.4999 0.5475 0.354
 38 1.466180e+06 3.6827 3.4606 2.4999 0.5490 0.354
 39 1.497080e+06 3.6902 3.4597 2.4999 0.5504 0.354
 40 1.527500e+06 3.6975 3.4586 2.4998 0.5518 0.354
 41 1.557440e+06 3.7047 3.4577 2.4998 0.5533 0.354
 42 1.586890e+06 3.7118 3.4568 2.4998 0.5547 0.354
 43 1.615860e+06 3.7187 3.4557 2.4997 0.5562 0.354
 44 1.644360e+06 3.7255 3.4549 2.4996 0.5577 0.354
 45 1.672390e+06 3.7322 3.4538 2.4996 0.5591 0.354
 46 1.699950e+06 3.7388 3.4530 2.4995 0.5606 0.354
 47 1.727050e+06 3.7453 3.4519 2.4994 0.5621 0.354
 48 1.753690e+06 3.7517 3.4511 2.4993 0.5636 0.354
 49 1.779870e+06 3.7579 3.4500 2.4992 0.5651 0.354
 50 1.805610e+06 3.7640 3.4493 2.4990 0.5666 0.354
 51 1.830910e+06 3.7700 3.4482 2.4988 0.5682 0.354
 52 1.855770e+06 3.7759 3.4476 2.4986 0.5697 0.354
 53 1.880200e+06 3.7817 3.4469 2.4984 0.5712 0.354
 54 1.904200e+06 3.7874 3.4458 2.4981 0.5727 0.354
 55 1.927790e+06 3.7930 3.4452 2.4978 0.5742 0.354
 56 1.950960e+06 3.7985 3.4442 2.4975 0.5757 0.354
 57 1.973720e+06 3.8038 3.4435 2.4971 0.5772 0.354
 58 1.996090e+06 3.8091 3.4425 2.4966 0.5788 0.354
 59 2.018060e+06 3.8143 3.4419 2.4961 0.5803 0.354
 60 2.039650e+06 3.8194 3.4413 2.4955 0.5818 0.354
 61 2.060850e+06 3.8243 3.4403 2.4948 0.5833 0.354
 62 2.081690e+06 3.8292 3.4397 2.4941 0.5848 0.354
 63 2.102150e+06 3.8340 3.4388 2.4932 0.5863 0.354
 64 2.122250e+06 3.8388 3.4382 2.4923 0.5878 0.354
 65 2.142000e+06 3.8434 3.4376 2.4912 0.5892 0.354
 66 2.161410e+06 3.8479 3.4367 2.4900 0.5907 0.354
 67 2.180470e+06 3.8524 3.4361 2.4887 0.5922 0.354
 68 2.199190e+06 3.8568 3.4352 2.4871 0.5937 0.354
 69 2.217590e+06 3.8611 3.4347 2.4855 0.5951 0.354
 70 2.235670e+06 3.8653 3.4340 2.4836 0.5966 0.354
 71 2.253430e+06 3.8695 3.4332 2.4815 0.5980 0.354
 72 2.270880e+06 3.8735 3.4326 2.4791 0.5994 0.354
 73 2.288030e+06 3.8776 3.4317 2.4765 0.6009 0.354
 74 2.304880e+06 3.8815 3.4311 2.4736 0.6023 0.354
 75 2.321440e+06 3.8854 3.4302 2.4703 0.6037 0.354
 76 2.337720e+06 3.8892 3.4297 2.4666 0.6051 0.354
 77 2.353720e+06 3.8929 3.4287 2.4625 0.6065 0.354
 78 2.369440e+06 3.8966 3.4282 2.4579 0.6079 0.354
 79 2.384900e+06 3.9002 3.4272 2.4527 0.6093 0.354
 80 2.400100e+06 3.9038 3.4266 2.4469 0.6106 0.354
 81 2.415030e+06 3.9073 3.4256 2.4403 0.6120 0.354
 82 2.429720e+06 3.9107 3.4250 2.4329 0.6133 0.354
 83 2.444170e+06 3.9141 3.4240 2.4243 0.6147 0.354
