#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3483 3.4893 2.1000 0.5094 0.354
  2 4.742090e+04 3.3558 3.4881 2.1000 0.5099 0.354
  3 9.457670e+04 3.3638 3.4873 2.1000 0.5104 0.354
  4 1.414560e+05 3.3720 3.4863 2.1000 0.5110 0.354
  5 1.880470e+05 3.3803 3.4850 2.1000 0.5116 0.354
  6 2.343380e+05 3.3888 3.4841 2.1000 0.5122 0.354
  7 2.803190e+05 3.3974 3.4831 2.1000 0.5129 0.354
  8 3.259770e+05 3.4061 3.4818 2.1000 0.5136 0.354
  9 3.713010e+05 3.4149 3.4808 2.1000 0.5143 0.354
 10 4.162810e+05 3.4239 3.4798 2.1000 0.5150 0.354
 11 4.609070e+05 3.4329 3.4785 2.1000 0.5158 0.354
 12 5.051660e+05 3.4419 3.4774 2.1000 0.5166 0.354
 13 5.490500e+05 3.4511 3.4761 2.1000 0.5174 0.354
 14 5.925480e+05 3.4602 3.4750 2.1000 0.5182 0.354
 15 6.356510e+05 3.4694 3.4738 2.1000 0.5191 0.354
 16 6.783500e+05 3.4786 3.4726 2.1000 0.5200 0.354
 17 7.206360e+05 3.4878 3.4715 2.1000 0.5209 0.354
 18 7.624990e+05 3.4970 3.4701 2.1000 0.5219 0.354
 19 8.039330e+05 3.5061 3.4690 2.1000 0.5228 0.354
 20 8.449300e+05 3.5152 3.4676 2.1000 0.5238 0.354
 21 8.854820e+05 3.5243 3.4665 2.1000 0.5248 0.354
 22 9.255820e+05 3.5334 3.4652 2.1000 0.5259 0.354
 23 9.652240e+05 3.5424 3.4641 2.1000 0.5270 0.354
 24 1.004400e+06 3.5513 3.4627 2.0999 0.5281 0.354
 25 1.043110e+06 3.5602 3.4617 2.0999 0.5292 0.354
 26 1.081340e+06 3.5690 3.4603 2.0999 0.5303 0.354
 27 1.119100e+06 3.5777 3.4589 2.0999 0.5315 0.354
 28 1.156370e+06 3.5863 3.4579 2.0999 0.5327 0.354
 29 1.193150e+06 3.5948 3.4565 2.0998 0.5339 0.354
 30 1.229440e+06 3.6033 3.4555 2.0998 0.5351 0.354
 31 1.265240e+06 3.6116 3.4542 2.0997 0.5364 0.354
 32 1.300540e+06 3.6199 3.4532 2.0997 0.5376 0.354
 33 1.335340e+06 3.6280 3.4519 2.0996 0.5389 0.354
 34 1.369650e+06 3.6361 3.4509 2.0995 0.5402 0.354
 35 1.403450e+06 3.6440 3.4496 2.0994 0.5415 0.354
 36 1.436760e+06 3.6518 3.4483 2.0992 0.5429 0.354
 37 1.469570e+06 3.6595 3.4474 2.0991 0.5442 0.354
 38 1.501880e+06 3.6671 3.4461 2.0989 0.5456 0.354
 39 1.533690e+06 3.6746 3.4452 2.0986 0.5470 0.354
 40 1.565000e+06 3.6820 3.4440 2.0983 0.5484 0.354
 41 1.595820e+06 3.6892 3.4431 2.0979 0.5498 0.354
 42 1.626150e+06 3.6963 3.4419 2.0975 0.5512 0.354
 43 1.655980e+06 3.7034 3.4406 2.0969 0.5526 0.354
 44 1.685330e+06 3.7103 3.4398 2.0963 0.5540 0.354
 45 1.714200e+06 3.7170 3.4386 2.0956 0.5555 0.354
 46 1.742590e+06 3.7237 3.4377 2.0947 0.5569 0.354
 47 1.770510e+06 3.7303 3.4366 2.0936 0.5584 0.354
 48 1.797960e+06 3.7367 3.4354 2.0923 0.5599 0.354
 49 1.824940e+06 3.7430 3.4346 2.0908 0.5613 0.354
 50 1.851460e+06 3.7492 3.4334 2.0890 0.5628 0.354
 51 1.877520e+06 3.7553 3.4322 2.0869 0.5643 0.354
 52 1.903140e+06 3.7613 3.4314 2.0845 0.5658 0.354
 53 1.928310e+06 3.7672 3.4303 2.0815 0.5673 0.354
 54 1.953050e+06 3.7730 3.4291 2.0781 0.5687 0.354
 55 1.977350e+06 3.7787 3.4283 2.0740 0.5702 0.354
 56 2.001230e+06 3.7842 3.4270 2.0690 0.5717 0.354
 57 2.024690e+06 3.7897 3.4258 2.0632 0.5732 0.354
 58 2.047730e+06 3.7951 3.4249 2.0562 0.5747 0.354
 59 2.070370e+06 3.8003 3.4236 2.0477 0.5762 0.354
 60 2.092620e+06 3.8055 3.4222 2.0373 0.5776 0.354
 61 2.114470e+06 3.8106 3.4207 2.0244 0.5791 0.354
 62 2.135930e+06 3.8156 3.4191 2.0081 0.5806 0.354
 63 2.157020e+06 3.8205 3.4170 1.9867 0.5821 0.354
 64 2.177730e+06 3.8253 3.4145 1.9572 0.5835 0.354
 65 2.198090e+06 3.8300 3.4114 1.9127 0.5850 0.354
 66 2.218090e+06 3.8346 3.4057 1.8312 0.5865 0.354
 67 2.237760e+06 3.8391 3.3635 1.2958 0.5879 0.354
