 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.527  3.579  4.881  6.943  1.828  0.663 5.11E-3 1.44E-2 0.0378 0.3092 -1.526 0.0000 0.0267  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 8.57025E+09 -1.502  3.580  4.861  6.938  1.860  0.599 4.67E-3 1.44E-2 0.0000 0.4946 -1.501 0.0000 0.0168  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.31201E+10 -1.479  3.582  4.847  6.947  1.926  0.508 3.84E-3 1.44E-2 0.0000 0.5233 -1.479 0.0000 0.0146  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
