 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.786  3.561  4.959  6.922  1.930  0.667 5.14E-3 1.44E-2 0.0493 0.0869 -1.783 0.0000 0.0056  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.40022E+10 -1.727  3.563  4.908  6.903  1.854  0.655 5.13E-3 1.44E-2 0.0493 0.0000 -1.727 0.0000 0.0298  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
