 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.283  3.600  4.810  6.972  1.833  0.662 5.00E-3 1.44E-2 0.0098 0.3205 -1.283 0.0000 0.0665  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 5.55197E+09 -1.259  3.602  4.791  6.971  1.871  0.598 3.66E-3 1.44E-2 0.0000 0.5704 -1.258 0.0000 0.0544  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.62807E+10 -1.226  3.605  4.771  6.984  1.944  0.500 1.67E-3 1.44E-2 0.0000 0.6458 -1.226 0.0000 0.0635  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.34133E+10 -1.203  3.607  4.757  6.995  1.999  0.436 6.57E-4 1.44E-2 0.0000 0.6737 -1.203 0.0000 0.0695  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
