#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1251 3.5847 2.2000 0.8054 0.298
  2 1.147000e+04 4.1379 3.5835 2.2000 0.8071 0.507
  3 3.169220e+04 4.1545 3.5793 2.1999 0.8085 1.028
  4 5.413670e+04 4.1673 3.5690 2.1999 0.8091 1.676
  5 7.722050e+04 4.1765 3.5460 2.1998 0.8094 2.367
  6 1.005940e+05 4.1829 3.5336 2.1995 0.8096 3.068
  7 1.241490e+05 4.1874 3.5247 2.1991 0.8098 3.758
  8 1.478310e+05 4.1904 3.5179 2.1984 0.8099 4.427
  9 1.716050e+05 4.1924 3.5121 2.1973 0.8100 5.067
 10 1.954490e+05 4.1937 3.5073 2.1958 0.8101 5.677
 11 2.193490e+05 4.1946 3.5032 2.1937 0.8102 6.254
 12 2.432950e+05 4.1952 3.4992 2.1911 0.8102 6.800
 13 2.672800e+05 4.1956 3.4963 2.1878 0.8103 7.316
 14 2.913010e+05 4.1959 3.4934 2.1838 0.8103 7.803
 15 3.153560e+05 4.1961 3.4906 2.1791 0.8104 8.264
 16 3.394430e+05 4.1962 3.4883 2.1737 0.8104 8.699
 17 3.635620e+05 4.1963 3.4856 2.1674 0.8104 9.112
 18 3.877120e+05 4.1964 3.4834 2.1603 0.8105 9.504
 19 4.118930e+05 4.1965 3.4816 2.1523 0.8105 9.876
 20 4.361060e+05 4.1966 3.4794 2.1435 0.8106 10.229
 21 4.603500e+05 4.1967 3.4776 2.1338 0.8106 10.565
 22 4.846260e+05 4.1967 3.4754 2.1232 0.8106 10.885
 23 5.089350e+05 4.1968 3.4737 2.1117 0.8107 11.191
 24 5.332760e+05 4.1968 3.4719 2.0993 0.8107 11.482
 25 5.576510e+05 4.1969 3.4701 2.0859 0.8108 11.761
 26 5.820600e+05 4.1969 3.4682 2.0716 0.8108 12.029
 27 6.065040e+05 4.1970 3.4664 2.0564 0.8108 12.283
 28 6.309830e+05 4.1971 3.4645 2.0402 0.8109 12.530
 29 6.554990e+05 4.1971 3.4625 2.0230 0.8109 12.765
 30 6.800520e+05 4.1972 3.4611 2.0050 0.8109 12.991
 31 7.046410e+05 4.1972 3.4591 1.9859 0.8110 13.209
 32 7.292700e+05 4.1973 3.4571 1.9659 0.8110 13.419
 33 7.539380e+05 4.1973 3.4555 1.9449 0.8110 13.623
 34 7.786470e+05 4.1974 3.4533 1.9229 0.8111 13.817
 35 8.033980e+05 4.1975 3.4516 1.8999 0.8111 14.007
 36 8.281920e+05 4.1975 3.4498 1.8759 0.8112 14.190
 37 8.530300e+05 4.1976 3.4475 1.8509 0.8112 14.368
 38 8.779130e+05 4.1977 3.4455 1.8249 0.8113 14.540
 39 9.028420e+05 4.1977 3.4436 1.7978 0.8113 14.708
 40 9.278170e+05 4.1978 3.4416 1.7697 0.8114 14.870
 41 9.528340e+05 4.1980 3.4397 1.7408 0.8115 15.026
 42 9.778080e+05 4.1982 3.4378 1.7107 0.8116 15.178
 43 1.002720e+06 4.1985 3.4348 1.6651 0.8118 15.324
 44 1.027580e+06 4.1989 3.4223 1.3475 0.8121 15.508
