#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.7889 3.5107 2.0000 0.6056 0.344
  2 4.965350e+04 3.8076 3.5081 1.9995 0.6082 0.346
  3 1.051080e+05 3.8286 3.5056 1.9985 0.6112 0.355
  4 1.659820e+05 3.8506 3.5025 1.9965 0.6148 0.374
  5 2.313080e+05 3.8724 3.4996 1.9928 0.6187 0.408
  6 2.995540e+05 3.8930 3.4962 1.9857 0.6230 0.459
  7 3.690830e+05 3.9116 3.4930 1.9726 0.6275 0.523
  8 4.385130e+05 3.9282 3.4895 1.9486 0.6321 0.597
  9 5.068340e+05 3.9430 3.4853 1.9026 0.6368 0.672
 10 5.733420e+05 3.9562 3.4784 1.7901 0.6417 0.742
