5500 0.00
5600 0.12
5700 0.60
5800 0.93
5900 1.00
6000 0.99
6100 0.97
6200 0.94
6300 0.91
6400 0.87
6500 0.82
6600 0.77
6700 0.71
6800 0.65
6900 0.59
7000 0.53
7100 0.47
7200 0.42
7300 0.37
7400 0.32
7500 0.28
7600 0.24
7700 0.20
7800 0.17
7900 0.15
8000 0.12
8100 0.10
8200 0.08
8300 0.07
8400 0.05
8500 0.03
8600 0.01
8700 0.00
