#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4325 3.6212 1.7000 0.5666 0.296
  2 1.267820e+05 3.4885 3.6162 1.7000 0.5695 0.777
  3 3.206110e+05 3.5599 3.6048 1.7000 0.5724 2.124
  4 5.611970e+05 3.6343 3.5730 1.6996 0.5758 4.418
  5 8.207250e+05 3.6958 3.5415 1.6945 0.5789 6.950
  6 1.082550e+06 3.7383 3.5161 1.6716 0.5811 9.038
  7 1.342200e+06 3.7666 3.4952 1.6168 0.5828 10.622
  8 1.598180e+06 3.7854 3.4762 1.5225 0.5844 11.816
  9 1.848710e+06 3.7989 3.4559 1.3853 0.5863 12.733
 10 2.090630e+06 3.8101 3.4322 1.2027 0.5890 13.460
 11 2.319110e+06 3.8218 3.4059 0.9517 0.5931 14.083
 12 2.437060e+06 3.7907 3.4050 0.5900 0.5900 14.083
