#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.7080 3.5997 1.8000 0.5961 0.294
  2 9.410360e+04 3.7325 3.5975 1.8000 0.5992 0.865
  3 2.502150e+05 3.7653 3.5880 1.8000 0.6023 2.450
  4 4.415840e+05 3.7985 3.5511 1.7990 0.6055 4.868
  5 6.421840e+05 3.8235 3.5238 1.7916 0.6078 7.240
  6 8.427490e+05 3.8401 3.5035 1.7673 0.6093 9.156
  7 1.041690e+06 3.8501 3.4876 1.7179 0.6102 10.600
  8 1.238910e+06 3.8562 3.4730 1.6397 0.6109 11.687
  9 1.433890e+06 3.8608 3.4582 1.5321 0.6119 12.539
 10 1.625070e+06 3.8650 3.4416 1.3944 0.6133 13.225
 11 1.810080e+06 3.8701 3.4224 1.2267 0.6155 13.794
 12 1.970220e+06 3.8728 3.4063 0.6169 0.6169 13.794
