#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2040 3.5315 2.1000 0.4957 0.343
  2 7.856820e+04 3.2120 3.5304 2.1000 0.4962 0.343
  3 1.574550e+05 3.2207 3.5296 2.1000 0.4967 0.343
  4 2.366730e+05 3.2297 3.5286 2.1000 0.4972 0.343
  5 3.162340e+05 3.2390 3.5277 2.1000 0.4977 0.343
  6 3.961480e+05 3.2487 3.5267 2.1000 0.4983 0.343
  7 4.764270e+05 3.2587 3.5256 2.1000 0.4989 0.343
  8 5.570810e+05 3.2691 3.5243 2.1000 0.4996 0.343
  9 6.381180e+05 3.2797 3.5232 2.1000 0.5003 0.343
 10 7.195470e+05 3.2908 3.5221 2.1000 0.5010 0.343
 11 8.013730e+05 3.3021 3.5209 2.1000 0.5018 0.343
 12 8.836020e+05 3.3139 3.5196 2.1000 0.5026 0.343
 13 9.662350e+05 3.3259 3.5181 2.1000 0.5035 0.343
 14 1.049270e+06 3.3383 3.5168 2.1000 0.5045 0.343
 15 1.132710e+06 3.3509 3.5155 2.1000 0.5055 0.343
 16 1.216540e+06 3.3639 3.5137 2.1000 0.5066 0.343
 17 1.300760e+06 3.3772 3.5124 2.1000 0.5077 0.343
 18 1.385340e+06 3.3909 3.5109 2.1000 0.5089 0.343
 19 1.470280e+06 3.4047 3.5091 2.1000 0.5102 0.343
 20 1.555530e+06 3.4189 3.5076 2.1000 0.5116 0.343
 21 1.641080e+06 3.4333 3.5060 2.1000 0.5130 0.343
 22 1.726880e+06 3.4480 3.5041 2.1000 0.5145 0.343
 23 1.812890e+06 3.4629 3.5025 2.1000 0.5162 0.343
 24 1.899050e+06 3.4781 3.5005 2.1000 0.5179 0.343
 25 1.985310e+06 3.4934 3.4988 2.1000 0.5197 0.343
 26 2.071600e+06 3.5089 3.4967 2.1000 0.5216 0.343
 27 2.157830e+06 3.5245 3.4950 2.1000 0.5237 0.343
 28 2.243920e+06 3.5403 3.4929 2.1000 0.5258 0.343
 29 2.329780e+06 3.5562 3.4911 2.1000 0.5281 0.343
 30 2.415300e+06 3.5722 3.4890 2.1000 0.5305 0.343
 31 2.500370e+06 3.5882 3.4872 2.0999 0.5330 0.343
 32 2.584890e+06 3.6042 3.4850 2.0999 0.5357 0.343
 33 2.668730e+06 3.6201 3.4828 2.0999 0.5384 0.343
 34 2.751760e+06 3.6360 3.4811 2.0998 0.5413 0.343
 35 2.833880e+06 3.6518 3.4789 2.0997 0.5443 0.343
 36 2.914950e+06 3.6675 3.4767 2.0996 0.5475 0.343
 37 2.994850e+06 3.6831 3.4750 2.0994 0.5507 0.343
 38 3.073490e+06 3.6984 3.4728 2.0991 0.5541 0.343
 39 3.150740e+06 3.7135 3.4706 2.0987 0.5575 0.343
 40 3.226520e+06 3.7284 3.4689 2.0981 0.5611 0.343
 41 3.300750e+06 3.7430 3.4669 2.0972 0.5648 0.343
 42 3.373340e+06 3.7573 3.4648 2.0960 0.5685 0.343
 43 3.444230e+06 3.7714 3.4627 2.0941 0.5723 0.343
 44 3.513390e+06 3.7851 3.4609 2.0915 0.5762 0.343
 45 3.580770e+06 3.7985 3.4589 2.0878 0.5802 0.343
 46 3.646350e+06 3.8116 3.4568 2.0824 0.5842 0.343
 47 3.710120e+06 3.8243 3.4547 2.0747 0.5882 0.343
 48 3.772070e+06 3.8368 3.4524 2.0633 0.5923 0.343
 49 3.832220e+06 3.8489 3.4499 2.0465 0.5964 0.343
 50 3.890590e+06 3.8607 3.4468 2.0201 0.6006 0.343
 51 3.947210e+06 3.8721 3.4429 1.9746 0.6047 0.343
 52 4.002120e+06 3.8832 3.4363 1.8738 0.6089 0.343
