#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1967 3.4880 5.0000 0.7929 0.355
  2 6.428740e+03 4.2032 3.4873 5.0000 0.7939 0.355
  3 1.312280e+04 4.2094 3.4866 4.9999 0.7946 0.356
  4 2.011700e+04 4.2154 3.4859 4.9999 0.7953 0.356
  5 2.744530e+04 4.2213 3.4848 4.9999 0.7959 0.357
  6 3.512030e+04 4.2270 3.4842 4.9998 0.7966 0.359
  7 4.313860e+04 4.2325 3.4836 4.9997 0.7971 0.360
  8 5.148660e+04 4.2378 3.4830 4.9996 0.7976 0.362
  9 6.014310e+04 4.2428 3.4824 4.9995 0.7981 0.365
 10 6.908330e+04 4.2476 3.4815 4.9994 0.7986 0.368
 11 7.828030e+04 4.2521 3.4809 4.9993 0.7989 0.371
 12 8.770710e+04 4.2564 3.4804 4.9991 0.7993 0.374
 13 9.733760e+04 4.2605 3.4799 4.9990 0.7996 0.378
 14 1.071470e+05 4.2644 3.4794 4.9988 0.7999 0.382
 15 1.171140e+05 4.2681 3.4789 4.9986 0.8002 0.386
 16 1.272170e+05 4.2717 3.4784 4.9983 0.8004 0.391
 17 1.374390e+05 4.2751 3.4780 4.9981 0.8007 0.396
 18 1.477640e+05 4.2785 3.4775 4.9978 0.8009 0.401
 19 1.581790e+05 4.2818 3.4768 4.9975 0.8010 0.406
 20 1.686720e+05 4.2850 3.4763 4.9971 0.8012 0.411
 21 1.792320e+05 4.2882 3.4759 4.9967 0.8014 0.417
 22 1.898510e+05 4.2914 3.4754 4.9963 0.8015 0.422
 23 2.005220e+05 4.2945 3.4750 4.9958 0.8017 0.428
 24 2.112380e+05 4.2977 3.4746 4.9953 0.8018 0.434
 25 2.219940e+05 4.3009 3.4742 4.9948 0.8019 0.440
 26 2.327860e+05 4.3041 3.4737 4.9942 0.8020 0.446
 27 2.436100e+05 4.3073 3.4733 4.9935 0.8021 0.452
 28 2.544630e+05 4.3106 3.4728 4.9928 0.8022 0.458
 29 2.653430e+05 4.3139 3.4723 4.9920 0.8024 0.464
 30 2.762460e+05 4.3172 3.4719 4.9912 0.8025 0.471
 31 2.871710e+05 4.3206 3.4714 4.9902 0.8026 0.477
 32 2.981170e+05 4.3240 3.4709 4.9892 0.8027 0.484
 33 3.090810e+05 4.3274 3.4704 4.9881 0.8028 0.490
 34 3.200650e+05 4.3309 3.4699 4.9869 0.8028 0.497
 35 3.310650e+05 4.3345 3.4694 4.9855 0.8029 0.503
 36 3.420820e+05 4.3380 3.4688 4.9840 0.8030 0.510
 37 3.531150e+05 4.3416 3.4679 4.9824 0.8031 0.517
 38 3.641630e+05 4.3453 3.4674 4.9805 0.8032 0.524
 39 3.752260e+05 4.3489 3.4669 4.9785 0.8033 0.531
 40 3.863050e+05 4.3526 3.4663 4.9763 0.8034 0.538
 41 3.973980e+05 4.3563 3.4658 4.9737 0.8035 0.545
 42 4.085050e+05 4.3601 3.4652 4.9709 0.8036 0.552
 43 4.196270e+05 4.3639 3.4647 4.9678 0.8037 0.559
 44 4.307630e+05 4.3676 3.4641 4.9644 0.8038 0.566
 45 4.419140e+05 4.3714 3.4635 4.9605 0.8039 0.574
 46 4.530800e+05 4.3752 3.4629 4.9562 0.8039 0.581
 47 4.642610e+05 4.3790 3.4623 4.9513 0.8040 0.588
 48 4.754570e+05 4.3828 3.4617 4.9459 0.8041 0.596
 49 4.866690e+05 4.3866 3.4611 4.9398 0.8042 0.603
 50 4.978970e+05 4.3903 3.4605 4.9329 0.8043 0.611
 51 5.091420e+05 4.3941 3.4598 4.9251 0.8044 0.619
 52 5.204040e+05 4.3977 3.4592 4.9164 0.8044 0.626
 53 5.316850e+05 4.4013 3.4585 4.9065 0.8045 0.634
 54 5.429850e+05 4.4048 3.4578 4.8952 0.8046 0.641
 55 5.543060e+05 4.4083 3.4571 4.8824 0.8047 0.649
 56 5.656480e+05 4.4116 3.4564 4.8679 0.8048 0.656
 57 5.770140e+05 4.4147 3.4557 4.8512 0.8048 0.664
 58 5.884050e+05 4.4177 3.4549 4.8321 0.8049 0.671
 59 5.998230e+05 4.4204 3.4541 4.8102 0.8050 0.678
 60 6.112700e+05 4.4228 3.4533 4.7849 0.8050 0.685
 61 6.227500e+05 4.4250 3.4525 4.7555 0.8051 0.692
 62 6.342650e+05 4.4267 3.4516 4.7213 0.8051 0.699
 63 6.458190e+05 4.4279 3.4507 4.6811 0.8052 0.706
 64 6.574170e+05 4.4284 3.4497 4.6337 0.8052 0.713
 65 6.690630e+05 4.4281 3.4483 4.5769 0.8053 0.720
 66 6.807630e+05 4.4267 3.4472 4.5080 0.8053 0.728
 67 6.925240e+05 4.4237 3.4460 4.4231 0.8054 0.737
 68 7.043520e+05 4.4190 3.4446 4.3174 0.8054 0.747
 69 7.162540e+05 4.4114 3.4430 4.1800 0.8054 0.757
 70 7.282360e+05 4.3988 3.4401 3.9820 0.8054 0.769
 71 7.402990e+05 4.3745 3.4356 3.6366 0.8055 0.781
 72 7.524400e+05 4.2893 3.4091 2.3099 0.8056 0.793
