#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2721 3.5089 1.7000 0.5113 0.350
  2 6.959860e+04 3.2853 3.5075 1.7000 0.5120 0.350
  3 1.396970e+05 3.2993 3.5059 1.7000 0.5128 0.350
  4 2.103160e+05 3.3138 3.5040 1.7000 0.5136 0.350
  5 2.814730e+05 3.3287 3.5023 1.7000 0.5145 0.350
  6 3.531830e+05 3.3442 3.5003 1.7000 0.5154 0.350
  7 4.254590e+05 3.3600 3.4985 1.7000 0.5165 0.350
  8 4.983080e+05 3.3763 3.4964 1.7000 0.5176 0.350
  9 5.717330e+05 3.3929 3.4945 1.7000 0.5187 0.350
 10 6.457290e+05 3.4099 3.4923 1.7000 0.5200 0.350
 11 7.202870e+05 3.4271 3.4903 1.7000 0.5214 0.350
 12 7.953890e+05 3.4446 3.4880 1.7000 0.5228 0.350
 13 8.710070e+05 3.4624 3.4856 1.7000 0.5244 0.350
 14 9.471050e+05 3.4803 3.4835 1.6999 0.5261 0.350
 15 1.023640e+06 3.4984 3.4811 1.6999 0.5279 0.350
 16 1.100540e+06 3.5166 3.4786 1.6998 0.5298 0.350
 17 1.177750e+06 3.5348 3.4761 1.6998 0.5318 0.350
 18 1.255180e+06 3.5531 3.4735 1.6996 0.5339 0.350
 19 1.332740e+06 3.5714 3.4711 1.6994 0.5362 0.350
 20 1.410320e+06 3.5896 3.4688 1.6990 0.5386 0.350
 21 1.487810e+06 3.6077 3.4662 1.6984 0.5412 0.350
 22 1.565070e+06 3.6257 3.4637 1.6974 0.5439 0.350
 23 1.641970e+06 3.6435 3.4611 1.6957 0.5467 0.350
 24 1.718370e+06 3.6611 3.4584 1.6931 0.5497 0.350
 25 1.794130e+06 3.6784 3.4555 1.6887 0.5528 0.350
 26 1.869110e+06 3.6955 3.4527 1.6816 0.5560 0.350
 27 1.943150e+06 3.7121 3.4497 1.6695 0.5594 0.350
 28 2.016140e+06 3.7285 3.4460 1.6480 0.5629 0.350
 29 2.087950e+06 3.7444 3.4409 1.6042 0.5665 0.350
 30 2.158490e+06 3.7595 3.4295 1.4623 0.5702 0.350
