#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.6859 3.5467 2.0000 0.5688 0.336
  2 9.444250e+04 3.7059 3.5446 2.0000 0.5716 0.336
  3 2.060840e+05 3.7317 3.5419 1.9999 0.5756 0.336
  4 3.326100e+05 3.7620 3.5384 1.9997 0.5811 0.376
  5 4.662330e+05 3.7918 3.5349 1.9993 0.5871 0.479
  6 5.995700e+05 3.8186 3.5309 1.9984 0.5931 0.645
  7 7.298030e+05 3.8418 3.5264 1.9966 0.5989 0.855
  8 8.560100e+05 3.8615 3.5218 1.9932 0.6045 1.096
  9 9.779710e+05 3.8783 3.4773 1.9910 0.6098 1.357
 10 1.095660e+06 3.8928 3.4602 1.9876 0.6148 1.630
 11 1.209180e+06 3.9054 3.4515 1.9831 0.6196 1.906
 12 1.318650e+06 3.9166 3.4453 1.9776 0.6242 2.181
 13 1.424160e+06 3.9268 3.4399 1.9712 0.6287 2.450
 14 1.525830e+06 3.9361 3.4349 1.9637 0.6330 2.712
 15 1.623760e+06 3.9449 3.4307 1.9552 0.6372 2.965
 16 1.718060e+06 3.9531 3.4267 1.9457 0.6413 3.208
 17 1.808840e+06 3.9611 3.4231 1.9353 0.6453 3.441
 18 1.896200e+06 3.9687 3.4192 1.9210 0.6494 3.664
 19 1.980260e+06 3.9762 3.4105 1.8259 0.6533 3.874
 20 2.059160e+06 3.9834 3.3603 0.6573 0.6573 3.874
