#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2158 3.5289 3.5000 0.8152 0.348
  2 8.394640e+03 4.2246 3.5274 3.4993 0.8166 0.354
  3 1.829510e+04 4.2330 3.5266 3.4983 0.8174 0.367
  4 2.962380e+04 4.2413 3.5256 3.4969 0.8182 0.386
  5 4.221340e+04 4.2492 3.5244 3.4950 0.8188 0.413
  6 5.578340e+04 4.2565 3.5235 3.4926 0.8194 0.447
  7 7.006240e+04 4.2630 3.5228 3.4895 0.8198 0.487
  8 8.483730e+04 4.2688 3.5217 3.4858 0.8202 0.531
  9 9.995830e+04 4.2739 3.5211 3.4814 0.8206 0.580
 10 1.153260e+05 4.2787 3.5205 3.4762 0.8208 0.632
 11 1.308750e+05 4.2830 3.5200 3.4703 0.8211 0.688
 12 1.465650e+05 4.2871 3.5194 3.4635 0.8214 0.745
 13 1.623690e+05 4.2910 3.5186 3.4558 0.8216 0.805
 14 1.782690e+05 4.2948 3.5180 3.4469 0.8218 0.867
 15 1.942530e+05 4.2985 3.5175 3.4368 0.8221 0.931
 16 2.103140e+05 4.3021 3.5169 3.4253 0.8223 0.997
 17 2.264440e+05 4.3061 3.5160 3.4205 0.8225 1.065
 18 2.426330e+05 4.3102 3.5156 3.4204 0.8227 1.134
 19 2.588770e+05 4.3145 3.5152 3.4203 0.8230 1.205
 20 2.751750e+05 4.3188 3.5148 3.4201 0.8232 1.277
 21 2.915230e+05 4.3232 3.5144 3.4200 0.8234 1.351
 22 3.079180e+05 4.3278 3.5136 3.4198 0.8237 1.426
 23 3.243550e+05 4.3324 3.5131 3.4197 0.8239 1.502
 24 3.408320e+05 4.3371 3.5127 3.4195 0.8241 1.579
 25 3.573450e+05 4.3420 3.5122 3.4193 0.8244 1.657
 26 3.738910e+05 4.3469 3.5113 3.4191 0.8246 1.737
 27 3.904670e+05 4.3519 3.5109 3.4189 0.8248 1.817
 28 4.070690e+05 4.3571 3.5104 3.4187 0.8251 1.898
 29 4.236970e+05 4.3623 3.5099 3.4184 0.8253 1.980
 30 4.403450e+05 4.3676 3.5090 3.4177 0.8255 2.063
 31 4.570130e+05 4.3728 3.5084 3.4160 0.8258 2.147
 32 4.736980e+05 4.3778 3.5079 3.4104 0.8260 2.232
 33 4.904000e+05 4.3821 3.5068 3.3959 0.8263 2.317
 34 5.071200e+05 4.3856 3.5061 3.3733 0.8265 2.405
 35 5.238550e+05 4.3885 3.5048 3.3445 0.8268 2.493
 36 5.406000e+05 4.3908 3.5041 3.3108 0.8270 2.583
 37 5.573500e+05 4.3923 3.5027 3.2693 0.8273 2.675
 38 5.741020e+05 4.3931 3.5014 3.2232 0.8276 2.768
 39 5.908470e+05 4.3932 3.5001 3.1714 0.8279 2.864
 40 6.075780e+05 4.3919 3.4986 3.1085 0.8282 2.962
 41 6.242870e+05 4.3898 3.4971 3.0382 0.8286 3.062
 42 6.409550e+05 4.3865 3.4955 2.9594 0.8290 3.166
 43 6.575650e+05 4.3818 3.4937 2.8702 0.8294 3.273
 44 6.740910e+05 4.3754 3.4917 2.7655 0.8299 3.383
 45 6.905030e+05 4.3665 3.4891 2.6385 0.8305 3.498
 46 7.067540e+05 4.3550 3.4860 2.4868 0.8311 3.618
 47 7.227670e+05 4.3407 3.4819 2.3031 0.8319 3.742
 48 7.384400e+05 4.3228 3.4769 2.0715 0.8330 3.871
 49 7.536310e+05 4.2989 3.4696 1.7278 0.8344 4.001
