#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 4.1196 4.4962 4.3284  7.5490 0.9410 0.6512 0.3406 0.0000 0.0037 0.439 0.000  1.010 0.440 0.495 0.000 0.000 0.000 0.000 0.000 0.000 bms
  2 9.366968e+05 4.1327 4.4874 4.2801  7.5373 0.8979 0.6286 0.3634 0.0000 0.0018 0.434 0.440  1.003 0.000 0.341 0.000 0.000 0.000 0.000 0.000 0.000 
  3 2.698299e+06 4.1678 4.4825 4.2254  7.5370 0.8802 0.5793 0.4129 0.0001 0.0007 0.419 0.440  1.002 0.000 0.335 0.000 0.000 0.000 0.000 0.000 0.000 
  4 4.360499e+06 4.2080 4.4789 4.1708  7.5417 0.8762 0.5231 0.4691 0.0001 0.0003 0.401 0.440  1.002 0.000 0.327 0.000 0.000 0.000 0.000 0.000 0.000 
  5 5.828882e+06 4.2463 4.4748 4.1161  7.5475 0.8770 0.4681 0.5241 0.0001 0.0002 0.384 0.440  1.002 0.000 0.319 0.000 0.000 0.000 0.000 0.000 0.000 
  6 7.111105e+06 4.2820 4.4697 4.0600  7.5539 0.8807 0.4144 0.5779 0.0001 0.0002 0.371 0.440  1.002 0.000 0.310 0.000 0.000 0.000 0.000 0.000 0.000 
  7 8.191002e+06 4.3132 4.4641 4.0060  7.5600 0.8867 0.3665 0.6258 0.0001 0.0002 0.355 0.440  1.002 0.000 0.302 0.000 0.000 0.000 0.000 0.000 0.000 
  8 9.104679e+06 4.3431 4.4575 3.9497  7.5664 0.8949 0.3193 0.6729 0.0001 0.0001 0.341 0.444  1.002 0.000 0.292 0.000 0.000 0.000 0.000 0.000 0.000 
  9 9.869829e+06 4.3731 4.4493 3.8869  7.5737 0.9065 0.2700 0.7223 0.0001 0.0001 0.326 0.444  1.002 0.000 0.282 0.000 0.000 0.000 0.000 0.000 0.000 
 10 1.051615e+07 4.3975 4.4413 3.8305  7.5805 0.9190 0.2283 0.7639 0.0001 0.0001 0.316 0.445  1.002 0.000 0.273 0.000 0.000 0.000 0.000 0.000 0.000 
