#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3106 3.5589 1.5000 0.5215 0.339
  2 1.505550e+05 3.3403 3.5561 1.5000 0.5232 0.339
  3 3.175010e+05 3.3754 3.5526 1.5000 0.5253 0.339
  4 5.012510e+05 3.4157 3.5482 1.5000 0.5281 0.339
  5 6.998860e+05 3.4605 3.5438 1.5000 0.5316 0.339
  6 9.086000e+05 3.5078 3.5390 1.4999 0.5360 0.339
  7 1.120600e+06 3.5556 3.5337 1.4998 0.5412 0.339
  8 1.329240e+06 3.6020 3.5289 1.4993 0.5471 0.339
  9 1.529710e+06 3.6454 3.5238 1.4980 0.5537 0.339
 10 1.719340e+06 3.6854 3.5195 1.4945 0.5607 0.339
 11 1.897060e+06 3.7218 3.5149 1.4857 0.5682 0.339
 12 2.062730e+06 3.7549 3.5101 1.4638 0.5758 0.339
 13 2.216700e+06 3.7848 3.5038 1.4023 0.5837 0.339
 14 2.351380e+06 3.8086 3.4902 0.5909 0.5909 0.339
