#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4261 3.5508 1.6000 0.5197 0.332
  2 1.528290e+05 3.4446 3.5488 1.6000 0.5214 0.332
  3 3.218100e+05 3.4673 3.5466 1.6000 0.5234 0.332
  4 5.074220e+05 3.4941 3.5440 1.6000 0.5261 0.332
  5 7.079960e+05 3.5250 3.5409 1.5999 0.5295 0.332
  6 9.190970e+05 3.5591 3.5374 1.5999 0.5337 0.332
  7 1.134230e+06 3.5950 3.5333 1.5997 0.5387 0.332
  8 1.346760e+06 3.6313 3.5296 1.5993 0.5444 0.332
  9 1.551640e+06 3.6666 3.5254 1.5983 0.5508 0.332
 10 1.745950e+06 3.7002 3.5220 1.5960 0.5578 0.332
 11 1.928390e+06 3.7317 3.5180 1.5913 0.5651 0.332
 12 2.098660e+06 3.7610 3.5147 1.5813 0.5727 0.332
 13 2.257010e+06 3.7881 3.5105 1.5601 0.5805 0.332
 14 2.404010e+06 3.8132 3.5054 1.5108 0.5884 0.406
 15 2.540410e+06 3.8341 3.4921 1.2955 0.5954 0.498
 16 2.619940e+06 3.8310 3.4797 0.5981 0.5981 0.498
