#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3451 3.4770 1.8000 0.5115 0.358
  2 4.682730e+04 3.3533 3.4758 1.8000 0.5120 0.358
  3 9.338570e+04 3.3621 3.4748 1.8000 0.5126 0.358
  4 1.396630e+05 3.3710 3.4734 1.8000 0.5132 0.358
  5 1.856490e+05 3.3800 3.4724 1.8000 0.5138 0.358
  6 2.313300e+05 3.3892 3.4713 1.8000 0.5145 0.358
  7 2.766950e+05 3.3986 3.4699 1.8000 0.5152 0.358
  8 3.217320e+05 3.4080 3.4687 1.8000 0.5159 0.358
  9 3.664310e+05 3.4175 3.4673 1.8000 0.5166 0.358
 10 4.107810e+05 3.4272 3.4661 1.8000 0.5174 0.358
 11 4.547690e+05 3.4368 3.4647 1.8000 0.5182 0.358
 12 4.983870e+05 3.4466 3.4632 1.8000 0.5190 0.358
 13 5.416230e+05 3.4563 3.4620 1.8000 0.5199 0.358
 14 5.844690e+05 3.4661 3.4605 1.7999 0.5208 0.358
 15 6.269140e+05 3.4758 3.4594 1.7999 0.5217 0.358
 16 6.689500e+05 3.4856 3.4579 1.7999 0.5226 0.358
 17 7.105670e+05 3.4953 3.4563 1.7999 0.5236 0.358
 18 7.517590e+05 3.5050 3.4552 1.7998 0.5246 0.358
 19 7.925160e+05 3.5147 3.4537 1.7998 0.5256 0.358
 20 8.328320e+05 3.5242 3.4522 1.7997 0.5266 0.358
 21 8.726990e+05 3.5338 3.4510 1.7996 0.5277 0.358
 22 9.121110e+05 3.5432 3.4495 1.7995 0.5288 0.358
 23 9.510620e+05 3.5526 3.4480 1.7994 0.5299 0.358
 24 9.895460e+05 3.5619 3.4469 1.7993 0.5311 0.358
 25 1.027560e+06 3.5711 3.4454 1.7991 0.5322 0.358
 26 1.065090e+06 3.5802 3.4439 1.7988 0.5334 0.358
 27 1.102150e+06 3.5892 3.4428 1.7985 0.5346 0.358
 28 1.138720e+06 3.5981 3.4414 1.7981 0.5359 0.358
 29 1.174800e+06 3.6069 3.4399 1.7975 0.5371 0.358
 30 1.210400e+06 3.6156 3.4385 1.7969 0.5384 0.358
 31 1.245500e+06 3.6242 3.4370 1.7961 0.5397 0.358
 32 1.280100e+06 3.6326 3.4359 1.7950 0.5410 0.358
 33 1.314220e+06 3.6409 3.4345 1.7937 0.5423 0.358
 34 1.347830e+06 3.6491 3.4331 1.7921 0.5437 0.358
 35 1.380950e+06 3.6572 3.4317 1.7901 0.5450 0.358
 36 1.413580e+06 3.6651 3.4302 1.7875 0.5464 0.358
 37 1.445710e+06 3.6730 3.4287 1.7843 0.5478 0.358
 38 1.477340e+06 3.6806 3.4274 1.7802 0.5492 0.358
 39 1.508490e+06 3.6882 3.4261 1.7750 0.5507 0.358
 40 1.539150e+06 3.6957 3.4242 1.7684 0.5521 0.358
 41 1.569320e+06 3.7030 3.4226 1.7599 0.5535 0.358
 42 1.599000e+06 3.7101 3.4209 1.7487 0.5550 0.358
 43 1.628210e+06 3.7172 3.4189 1.7335 0.5565 0.358
 44 1.656950e+06 3.7241 3.4164 1.7120 0.5579 0.358
 45 1.685210e+06 3.7309 3.4130 1.6792 0.5594 0.358
 46 1.713020e+06 3.7376 3.4079 1.6204 0.5609 0.358
 47 1.740370e+06 3.7439 3.3867 1.3586 0.5624 0.358
