#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3990 3.5221 1.4000 0.5346 0.350
  2 9.459120e+04 3.4263 3.5187 1.4000 0.5362 0.350
  3 1.956190e+05 3.4568 3.5149 1.3999 0.5382 0.350
  4 3.033730e+05 3.4901 3.5112 1.3999 0.5406 0.350
  5 4.176740e+05 3.5256 3.5068 1.3996 0.5435 0.350
  6 5.376920e+05 3.5628 3.5022 1.3990 0.5470 0.350
  7 6.618930e+05 3.6005 3.4973 1.3973 0.5510 0.350
  8 7.881920e+05 3.6378 3.4920 1.3926 0.5556 0.350
  9 9.143020e+05 3.6737 3.4868 1.3797 0.5607 0.350
 10 1.038140e+06 3.7078 3.4801 1.3398 0.5663 0.350
 11 1.161460e+06 3.7390 3.4643 0.5725 0.5725 0.350
