#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1891 3.5120 4.0000 0.7920 0.353
  2 8.865910e+03 4.1965 3.5112 3.9998 0.7933 0.354
  3 1.862290e+04 4.2035 3.5104 3.9997 0.7942 0.357
  4 2.927510e+04 4.2104 3.5096 3.9994 0.7951 0.362
  5 4.084910e+04 4.2172 3.5088 3.9991 0.7959 0.369
  6 5.330040e+04 4.2238 3.5076 3.9987 0.7966 0.379
  7 6.654050e+04 4.2299 3.5069 3.9981 0.7973 0.392
  8 8.046130e+04 4.2357 3.5060 3.9975 0.7979 0.406
  9 9.495220e+04 4.2411 3.5052 3.9967 0.7984 0.423
 10 1.099100e+05 4.2461 3.5045 3.9958 0.7988 0.443
 11 1.252460e+05 4.2508 3.5037 3.9948 0.7992 0.464
 12 1.408830e+05 4.2553 3.5030 3.9935 0.7995 0.486
 13 1.567610e+05 4.2596 3.5022 3.9921 0.7997 0.510
 14 1.728310e+05 4.2637 3.5014 3.9905 0.8000 0.535
 15 1.890520e+05 4.2678 3.5007 3.9887 0.8002 0.560
 16 2.053970e+05 4.2719 3.5001 3.9867 0.8003 0.587
 17 2.218400e+05 4.2759 3.4995 3.9843 0.8005 0.614
 18 2.383640e+05 4.2800 3.4987 3.9817 0.8006 0.642
 19 2.549560e+05 4.2841 3.4979 3.9787 0.8008 0.670
 20 2.716050e+05 4.2883 3.4971 3.9752 0.8009 0.699
 21 2.883020e+05 4.2925 3.4961 3.9713 0.8010 0.728
 22 3.050410e+05 4.2968 3.4953 3.9668 0.8011 0.757
 23 3.218190e+05 4.3011 3.4947 3.9617 0.8013 0.787
 24 3.386310e+05 4.3055 3.4938 3.9557 0.8014 0.818
 25 3.554750e+05 4.3099 3.4927 3.9487 0.8015 0.848
 26 3.723490e+05 4.3142 3.4921 3.9408 0.8016 0.879
 27 3.892470e+05 4.3186 3.4909 3.9314 0.8017 0.910
 28 4.061730e+05 4.3229 3.4900 3.9203 0.8018 0.941
 29 4.231260e+05 4.3271 3.4885 3.9068 0.8019 0.973
 30 4.401060e+05 4.3319 3.4870 3.9008 0.8020 1.005
 31 4.571070e+05 4.3370 3.4641 3.9005 0.8021 1.037
 32 4.741250e+05 4.3422 3.4404 3.8999 0.8023 1.070
 33 4.911630e+05 4.3475 3.4329 3.8991 0.8024 1.103
 34 5.082190e+05 4.3528 3.4284 3.8982 0.8025 1.136
 35 5.252940e+05 4.3582 3.4250 3.8972 0.8026 1.169
 36 5.423850e+05 4.3637 3.4221 3.8961 0.8027 1.203
 37 5.594940e+05 4.3638 3.4187 3.8239 0.8028 1.237
 38 5.766700e+05 4.3629 3.4151 3.7398 0.8030 1.273
 39 5.938900e+05 4.3606 3.4113 3.6413 0.8031 1.310
 40 6.111480e+05 4.3564 3.4072 3.5242 0.8033 1.348
 41 6.284300e+05 4.3499 3.4025 3.3824 0.8035 1.389
 42 6.457140e+05 4.3404 3.3970 3.2056 0.8038 1.432
 43 6.629560e+05 4.3261 3.3894 2.9702 0.8041 1.478
 44 6.800780e+05 4.3031 3.3780 2.6088 0.8046 1.527
 45 6.969190e+05 4.2567 3.3505 1.7558 0.8055 1.564
