#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8078 3.6406 2.0000 0.6460 0.256
  2 6.339290e+04 3.8236 3.6395 2.0000 0.6486 3.722
  3 1.916670e+05 3.8501 3.6233 1.9998 0.6521 10.355
  4 3.324910e+05 3.8717 3.5881 1.9853 0.6544 13.793
  5 4.729660e+05 3.8857 3.5588 1.9350 0.6557 15.296
  6 6.130330e+05 3.8934 3.5352 1.8533 0.6561 16.033
  7 7.539550e+05 3.8981 3.5159 1.7462 0.6564 16.464
  8 8.960860e+05 3.9011 3.4972 1.6161 0.6567 16.741
  9 1.039690e+06 3.9031 3.4784 1.4631 0.6570 16.932
 10 1.184920e+06 3.9045 3.4591 1.2858 0.6574 17.069
 11 1.331930e+06 3.9058 3.4418 1.0827 0.6579 17.168
 12 1.480660e+06 3.9078 3.4380 0.8575 0.6589 17.209
