#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0704 3.6412 3.0000 0.8063 0.264
  2 1.068930e+04 4.0832 3.6403 3.0000 0.8074 1.007
  3 2.951370e+04 4.1018 3.6362 3.0000 0.8084 2.687
  4 5.054110e+04 4.1183 3.6283 3.0000 0.8088 4.582
  5 7.225670e+04 4.1323 3.6201 2.9999 0.8090 6.395
  6 9.431360e+04 4.1438 3.6117 2.9996 0.8092 8.034
  7 1.165990e+05 4.1533 3.6042 2.9988 0.8094 9.478
  8 1.390550e+05 4.1611 3.5969 2.9973 0.8095 10.732
  9 1.616440e+05 4.1676 3.5906 2.9949 0.8096 11.812
 10 1.843390e+05 4.1732 3.5851 2.9920 0.8097 12.742
 11 2.071230e+05 4.1779 3.5797 2.9886 0.8097 13.542
 12 2.299800e+05 4.1822 3.5746 2.9846 0.8098 14.232
 13 2.528940e+05 4.1860 3.5703 2.9802 0.8098 14.833
 14 2.758650e+05 4.1896 3.5662 2.9751 0.8099 15.357
 15 2.988910e+05 4.1930 3.5624 2.9695 0.8099 15.817
 16 3.219700e+05 4.1964 3.5587 2.9633 0.8099 16.222
 17 3.450990e+05 4.1996 3.5553 2.9564 0.8100 16.583
 18 3.682800e+05 4.2028 3.5519 2.9489 0.8100 16.904
 19 3.915130e+05 4.2060 3.5487 2.9407 0.8100 17.191
 20 4.148000e+05 4.2092 3.5455 2.9317 0.8101 17.449
 21 4.381420e+05 4.2123 3.5424 2.9220 0.8101 17.682
 22 4.615420e+05 4.2155 3.5395 2.9115 0.8101 17.893
 23 4.850020e+05 4.2186 3.5367 2.9000 0.8102 18.085
 24 5.085250e+05 4.2217 3.5340 2.8876 0.8102 18.260
 25 5.321150e+05 4.2248 3.5312 2.8742 0.8102 18.420
 26 5.557750e+05 4.2278 3.5284 2.8597 0.8102 18.566
 27 5.795090e+05 4.2307 3.5259 2.8439 0.8103 18.700
 28 6.033230e+05 4.2336 3.5231 2.8268 0.8103 18.824
 29 6.272200e+05 4.2363 3.5203 2.8083 0.8103 18.937
 30 6.512070e+05 4.2389 3.5179 2.7883 0.8104 19.042
 31 6.752890e+05 4.2414 3.5150 2.7665 0.8104 19.139
 32 6.994710e+05 4.2429 3.5125 2.7335 0.8104 19.229
 33 7.237970e+05 4.2434 3.5093 2.6899 0.8105 19.312
 34 7.483060e+05 4.2430 3.5060 2.6375 0.8105 19.389
 35 7.730320e+05 4.2415 3.5024 2.5748 0.8106 19.462
 36 7.980120e+05 4.2390 3.4986 2.5029 0.8106 19.529
 37 8.232750e+05 4.2349 3.4944 2.4164 0.8107 19.592
 38 8.488680e+05 4.2293 3.4897 2.3145 0.8108 19.650
 39 8.748370e+05 4.2214 3.4838 2.1908 0.8109 19.704
 40 9.012410e+05 4.2105 3.4772 2.0331 0.8110 19.753
 41 9.281700e+05 4.1947 3.4672 1.8082 0.8111 19.798
 42 9.557880e+05 4.1697 3.4520 1.3881 0.8112 19.858
