#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1634 3.6429 3.5000 0.8477 0.259
  2 6.381310e+03 4.1749 3.6421 3.5000 0.8485 0.694
  3 1.714990e+04 4.1910 3.6392 3.5000 0.8491 1.600
  4 2.894890e+04 4.2055 3.6350 3.5000 0.8493 2.635
  5 4.104540e+04 4.2183 3.6303 3.5000 0.8495 3.689
  6 5.328960e+04 4.2294 3.6255 3.5000 0.8495 4.729
  7 6.564060e+04 4.2391 3.6209 3.4999 0.8496 5.737
  8 7.807910e+04 4.2476 3.6161 3.4998 0.8497 6.702
  9 9.059100e+04 4.2550 3.6120 3.4996 0.8497 7.618
 10 1.031650e+05 4.2615 3.6079 3.4993 0.8498 8.481
 11 1.157920e+05 4.2673 3.6041 3.4987 0.8498 9.292
 12 1.284650e+05 4.2725 3.6005 3.4979 0.8499 10.050
 13 1.411780e+05 4.2772 3.5971 3.4968 0.8499 10.757
 14 1.539260e+05 4.2815 3.5936 3.4954 0.8499 11.416
 15 1.667060e+05 4.2854 3.5903 3.4937 0.8499 12.030
 16 1.795140e+05 4.2892 3.5873 3.4917 0.8500 12.601
 17 1.923500e+05 4.2928 3.5847 3.4895 0.8500 13.134
 18 2.052110e+05 4.2962 3.5821 3.4870 0.8500 13.631
 19 2.180960e+05 4.2995 3.5795 3.4844 0.8500 14.095
 20 2.310040e+05 4.3027 3.5769 3.4815 0.8500 14.529
 21 2.439340e+05 4.3059 3.5744 3.4784 0.8500 14.934
 22 2.568810e+05 4.3090 3.5719 3.4751 0.8501 15.313
 23 2.698480e+05 4.3121 3.5699 3.4715 0.8501 15.669
 24 2.828370e+05 4.3151 3.5676 3.4676 0.8501 16.003
 25 2.958490e+05 4.3182 3.5654 3.4635 0.8501 16.318
 26 3.088820e+05 4.3212 3.5634 3.4591 0.8501 16.613
 27 3.219390e+05 4.3242 3.5613 3.4544 0.8501 16.892
 28 3.350200e+05 4.3272 3.5592 3.4493 0.8501 17.158
 29 3.481240e+05 4.3302 3.5571 3.4440 0.8501 17.407
 30 3.612540e+05 4.3332 3.5554 3.4383 0.8502 17.643
 31 3.744100e+05 4.3361 3.5533 3.4322 0.8502 17.866
 32 3.875930e+05 4.3391 3.5513 3.4258 0.8502 18.079
 33 4.008030e+05 4.3420 3.5497 3.4190 0.8502 18.313
 34 4.140430e+05 4.3449 3.5477 3.4117 0.8502 18.533
 35 4.273130e+05 4.3478 3.5457 3.4039 0.8502 18.736
 36 4.406140e+05 4.3506 3.5434 3.3957 0.8502 18.924
 37 4.539490e+05 4.3534 3.5407 3.3868 0.8502 19.090
 38 4.673190e+05 4.3562 3.5377 3.3773 0.8503 19.238
 39 4.807250e+05 4.3588 3.5343 3.3670 0.8503 19.367
 40 4.941710e+05 4.3614 3.5304 3.3558 0.8503 19.463
 41 5.076590e+05 4.3639 3.5263 3.3435 0.8503 19.523
 42 5.211920e+05 4.3662 3.5218 3.3299 0.8503 19.516
 43 5.347740e+05 4.3684 3.5169 3.3149 0.8503 19.450
 44 5.484090e+05 4.3696 3.5117 3.2902 0.8503 19.345
 45 5.621250e+05 4.3697 3.5062 3.2563 0.8504 19.225
 46 5.759470e+05 4.3690 3.5014 3.2154 0.8504 19.115
 47 5.899000e+05 4.3674 3.4971 3.1668 0.8504 19.034
 48 6.040050e+05 4.3650 3.4932 3.1126 0.8505 19.016
 49 6.182780e+05 4.3619 3.4894 3.0522 0.8505 19.030
 50 6.327370e+05 4.3575 3.4859 2.9820 0.8506 19.068
 51 6.474040e+05 4.3521 3.4824 2.9034 0.8506 19.207
 52 6.623020e+05 4.3453 3.4794 2.8145 0.8507 19.344
 53 6.774520e+05 4.3371 3.4756 2.7129 0.8507 19.480
 54 6.928830e+05 4.3269 3.4721 2.5956 0.8508 19.615
 55 7.086260e+05 4.3143 3.4667 2.4565 0.8509 19.751
 56 7.247240e+05 4.2984 3.4608 2.2846 0.8510 19.887
 57 7.412370e+05 4.2777 3.4521 2.0562 0.8511 20.031
 58 7.582600e+05 4.2495 3.4381 1.7050 0.8512 20.202
