#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2435 3.6217 1.9000 0.5332 0.309
  2 1.639960e+05 3.2962 3.6174 1.9000 0.5354 0.409
  3 3.782380e+05 3.3558 3.6111 1.9000 0.5373 0.667
  4 6.358110e+05 3.4219 3.6024 1.9000 0.5395 1.177
  5 9.262240e+05 3.4890 3.5836 1.8999 0.5421 2.010
  6 1.235470e+06 3.5511 3.5589 1.8990 0.5448 3.140
  7 1.551760e+06 3.6043 3.5386 1.8958 0.5475 4.447
  8 1.867760e+06 3.6473 3.5217 1.8865 0.5501 5.776
  9 2.179810e+06 3.6806 3.5072 1.8659 0.5524 7.008
 10 2.486380e+06 3.7062 3.4941 1.8291 0.5547 8.098
 11 2.786350e+06 3.7262 3.4821 1.7719 0.5571 9.039
 12 3.078450e+06 3.7423 3.4700 1.6917 0.5596 9.841
 13 3.360930e+06 3.7561 3.4561 1.5864 0.5624 10.524
 14 3.631490e+06 3.7689 3.4404 1.4548 0.5659 11.111
 15 3.887150e+06 3.7817 3.4214 1.2965 0.5701 11.612
 16 4.124750e+06 3.7963 3.3989 1.1071 0.5758 12.045
 17 4.267410e+06 3.7838 3.3958 0.5759 0.5759 12.045
