#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8388 3.5856 2.5000 0.6862 0.311
  2 3.532450e+04 3.8718 3.5825 2.5000 0.6885 0.445
  3 9.811980e+04 3.9171 3.5766 2.4999 0.6908 0.834
  4 1.684210e+05 3.9525 3.5688 2.4996 0.6919 1.365
  5 2.408920e+05 3.9775 3.5394 2.4993 0.6926 1.970
  6 3.143170e+05 3.9945 3.5227 2.4986 0.6931 2.608
  7 3.882790e+05 4.0056 3.5124 2.4972 0.6934 3.252
  8 4.625690e+05 4.0128 3.5047 2.4950 0.6937 3.884
  9 5.370690e+05 4.0174 3.4985 2.4917 0.6939 4.493
 10 6.117160e+05 4.0202 3.4934 2.4871 0.6941 5.074
 11 6.864720e+05 4.0221 3.4894 2.4810 0.6942 5.625
 12 7.613200e+05 4.0232 3.4855 2.4732 0.6943 6.147
 13 8.362510e+05 4.0240 3.4822 2.4636 0.6944 6.639
 14 9.112600e+05 4.0245 3.4795 2.4520 0.6945 7.105
 15 9.863460e+05 4.0248 3.4766 2.4383 0.6946 7.544
 16 1.061510e+06 4.0250 3.4742 2.4224 0.6946 7.960
 17 1.136760e+06 4.0252 3.4714 2.4042 0.6947 8.354
 18 1.212090e+06 4.0253 3.4690 2.3835 0.6947 8.728
 19 1.287520e+06 4.0255 3.4664 2.3603 0.6948 9.083
 20 1.363050e+06 4.0256 3.4638 2.3345 0.6949 9.422
 21 1.438690e+06 4.0257 3.4611 2.3060 0.6949 9.747
 22 1.514350e+06 4.0259 3.4586 2.2748 0.6950 10.056
 23 1.589930e+06 4.0262 3.4556 2.2407 0.6952 10.352
 24 1.665400e+06 4.0265 3.4523 2.2036 0.6954 10.638
 25 1.740750e+06 4.0269 3.4494 2.1635 0.6957 10.913
 26 1.815920e+06 4.0275 3.4462 2.1204 0.6960 11.181
 27 1.890860e+06 4.0282 3.4426 2.0739 0.6964 11.439
 28 1.965480e+06 4.0290 3.4387 2.0243 0.6969 11.688
 29 2.039690e+06 4.0300 3.4344 1.9713 0.6975 11.930
 30 2.113350e+06 4.0312 3.4297 1.9148 0.6982 12.166
 31 2.186280e+06 4.0327 3.4252 1.8547 0.6991 12.395
 32 2.258280e+06 4.0345 3.4197 1.7909 0.7002 12.615
 33 2.329110e+06 4.0366 3.4139 1.7169 0.7014 12.829
