#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1480 3.6238 1.7000 0.5063 0.318
  2 2.155060e+05 3.1782 3.6210 1.7000 0.5077 0.362
  3 4.722510e+05 3.2107 3.6179 1.7000 0.5089 0.463
  4 7.675150e+05 3.2480 3.6136 1.7000 0.5102 0.653
  5 1.098690e+06 3.2901 3.6077 1.7000 0.5117 0.975
  6 1.459420e+06 3.3358 3.5991 1.7000 0.5135 1.473
  7 1.841470e+06 3.3835 3.5805 1.6997 0.5155 2.177
  8 2.236130e+06 3.4313 3.5635 1.6987 0.5178 3.086
  9 2.635510e+06 3.4774 3.5476 1.6956 0.5204 4.154
 10 3.033370e+06 3.5201 3.5324 1.6877 0.5231 5.303
 11 3.425280e+06 3.5587 3.5182 1.6705 0.5260 6.450
 12 3.808210e+06 3.5931 3.5041 1.6383 0.5292 7.527
 13 4.179810e+06 3.6234 3.4905 1.5855 0.5325 8.492
 14 4.537760e+06 3.6503 3.4753 1.5074 0.5362 9.337
 15 4.879430e+06 3.6745 3.4585 1.4001 0.5404 10.072
 16 5.201740e+06 3.6973 3.4384 1.2597 0.5453 10.707
 17 5.500900e+06 3.7201 3.4137 1.0825 0.5515 11.251
 18 5.730520e+06 3.7321 3.3952 0.5557 0.5557 11.251
